,Amygdala_R,Vermis_4_5,Red_N_L,Cerebellum_4_5_L,Thal_MGN_L,Temporal_Inf_R,N_Acc_L,Frontal_Med_Orb_L,ACC_pre_R,Frontal_Mid_2_R,Temporal_Inf_L,Parietal_Sup_R,Precentral_R,Thal_Re_L,Thal_PuL_L,Olfactory_L,SN_pr_R,Vermis_7,Thal_LP_L,VTA_R,Thal_PuL_R,Supp_Motor_Area_R,ParaHippocampal_L,Frontal_Inf_Tri_R,Cerebellum_10_L,Insula_R,Thal_MDm_L,Frontal_Inf_Oper_L,Vermis_3,Thal_PuM_R,Thal_MDl_R,Raphe_D,Thal_VL_L,Hippocampus_R,Frontal_Inf_Oper_R,Calcarine_L,Cerebellum_9_R,Occipital_Mid_R,Amygdala_L,OFClat_L
Parietal_Sup_R,0.10680146917207621,-0.5261734803538761,0.1891623300023529,-0.56352225078017,0.5192079146020051,-0.23740825110249994,-0.015966189006125876,-0.05977793628204616,0.12136793686016395,0.19656159844413762,0.04645488101601416,1.0,-0.025761238005852987,-0.3235298227875323,0.3381827162047507,-0.014827226484010105,-0.05337902545126855,0.0,-0.46735598737586254,0.49540958271961727,-0.3324608991012455,0.05870788121192645,-0.08496296249794287,-0.2954504507665367,0.5714369866265966,0.023819259483710324,0.14855803379612686,-0.11053976512092936,-0.35605188590247444,-0.2382504677487576,0.166193187147065,-0.34671192474489143,-0.21101852132434262,-0.17502793842620942,-0.2835123179523641,-0.252492689154394,0.5286989511425647,-0.4919532050893401,0.07131771814192103,0.05839737571237708
Precentral_R,0.6719806035493124,0.3321646765555141,0.5004894806091513,0.23729647853994532,0.09376521963461476,0.2910286651081184,0.41571067942784934,0.22705088270254228,0.5387589037391407,0.8633892650775629,0.10443075981533707,-0.025761238005852987,1.0,0.35989300782908107,0.3855899671295434,0.4090478892463593,0.5199538246995119,0.0,0.4399161772104525,0.08545913190025874,0.3797448361609071,0.9107091501471902,0.5937593930321051,0.6986244856323296,-0.017749891694075287,0.6597879573143485,0.5821073438815892,0.6450176547763682,0.1865752382174872,0.5923640921765867,0.6648573220855069,0.6426749205724064,0.5654174271865144,0.6671804925904266,0.7705547601800489,0.026091076539898984,0.10114196230082276,0.21311876157843226,0.7060808562841573,-0.034993623748207865
Thal_Re_L,0.4638777004892748,0.5636396584197619,0.4336920220360464,0.5210621194800686,0.0652357194206427,0.39307183372411725,0.2898279679227438,0.19886100274048651,0.060621478358136874,0.3194530405690462,0.05525070503803313,-0.3235298227875323,0.35989300782908107,1.0,-0.1234256257023696,0.3867169961933361,0.4394925460882889,0.0,0.4573826792829586,-0.16456322072025284,0.35034850078320207,0.34609342333763793,0.6439329878015703,0.49418457783379655,-0.39138669700546797,0.4580243549207459,0.42803300750969253,0.40452811968977836,0.41495936816917633,0.46524419160649655,0.18462236966544335,0.4291622889713059,0.5380170523438,0.6458281711411129,0.532461162856782,0.3123023574868867,-0.15393208156245605,0.27900743419748764,0.4138581680896983,-0.12366893938592947
Thal_PuL_L,0.2695352010863136,-0.3740557541621022,0.1807492220249218,-0.46466996467943084,0.16342888910042222,-0.3241966339803171,0.14268027064235714,0.11604551460871834,0.310241584545096,0.5382720411683208,0.1976817836116085,0.3381827162047507,0.3855899671295434,-0.1234256257023696,1.0,0.19356138015689567,-0.02449806245358656,0.0,-0.1378010157379852,0.2291723515126146,-0.11196811951514807,0.29307513756443704,0.11649545851200677,0.13548910990434335,0.45570884759253294,0.28268903505938475,0.24563557829951002,0.11300347455830256,-0.3447302292431736,-0.10233634550237652,0.45445029054699343,-0.017797547085258218,-0.09279968561526901,0.08199095253920036,0.1978142397986764,-0.37203867095019155,0.3651849258743682,-0.13667263267805488,0.43928239045370826,0.09517278997768565
Olfactory_L,0.5612291617173265,0.21401825833795582,0.5066229829974233,0.07938301388678844,0.15211614686222555,0.3583617070890571,0.6671500062539869,0.20260150206649732,0.24364689754934687,0.4082148965264255,-0.19046209968319208,-0.014827226484010105,0.4090478892463593,0.3867169961933361,0.19356138015689567,1.0,0.3785327899501844,0.0,0.18216909415477434,0.15529188191284393,0.2317333238148699,0.4084548838674539,0.3967513518944679,0.29076634116761624,0.06479811292736787,0.5685115922536802,0.3612877829488668,0.1054993875247836,0.06141419132410162,0.3694570633954326,0.41408796969286266,0.4191265427713244,0.2782361003287446,0.5870526847956026,0.4072086214375889,0.11962637916556709,-0.034823129481150066,0.06060163729324491,0.4063702726607762,0.01687440875463767
SN_pr_R,0.7805616190125325,0.14362780799267155,0.7692203916226169,0.27130576733662504,0.45095416304683,0.6396916369305529,0.6826107644390358,0.19439982460911734,0.660808969357333,0.5760524642101202,0.03551395646240918,-0.05337902545126855,0.5199538246995119,0.4394925460882889,-0.02449806245358656,0.3785327899501844,1.0,0.0,0.28850657021795695,0.14724331256268058,0.4711910279109809,0.5397943197092323,0.5888891603626062,0.5051690784240879,-0.02012339394720948,0.8460127377706301,0.4155605619294065,0.39622840126600656,0.05041185030707044,0.6631485420980376,0.3557999542993539,0.5093892992658936,0.42119896254962974,0.6960455176844924,0.6979423651692767,-0.12495998929385523,-0.15146482950056064,-0.014660273263138223,0.518913151971943,0.0779680426803731
Vermis_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thal_LP_L,0.2203973539794626,0.6262340210578791,0.1517700711640202,0.5348673366357735,-0.18010603662170035,0.38132414319525487,0.15406644932518498,0.08177907545729936,0.08096734151788768,0.2289030709749311,-0.06985660791502754,-0.46735598737586254,0.4399161772104525,0.4573826792829586,-0.1378010157379852,0.18216909415477434,0.28850657021795695,0.0,1.0,-0.12505337177094922,0.6221772010982074,0.5341808377803844,0.4079079272486807,0.56625108546935,-0.3974110836890705,0.28150019297371986,0.4023175300020017,0.5561275205468137,0.5204037817282932,0.6738559598867465,0.11787706585669669,0.5834422179922247,0.7832731159484481,0.550590614387366,0.5354980231482278,0.31370629719612503,-0.3400369700813457,0.45414917433916796,0.15122350859428493,-0.10004864625797305
VTA_R,0.15810479935367516,-0.2810764028382708,0.4508388811222012,-0.28943363158552504,0.4497410431589569,0.13269140427912507,0.03836285519309333,-0.062070779684775965,0.14154792036079258,0.16696963388108088,-0.028044798915825616,0.49540958271961727,0.08545913190025874,-0.16456322072025284,0.2291723515126146,0.15529188191284393,0.14724331256268058,0.0,-0.12505337177094922,1.0,-0.11752045065078391,0.1817273040697661,-0.04620678518680605,-0.12975876370261905,0.7427750350013044,0.08997960443339022,0.4531989755959755,-0.12146439300951999,-0.07698544736334505,0.0782449069921134,0.2374265398296241,0.02334164314547932,0.1960636802272783,0.14867282972013396,-0.21986143917642278,0.07037536543106013,0.4752996690600197,-0.29624604473215455,0.012545090340336509,0.11448982309029795
Thal_PuL_R,0.3528500785588413,0.33601794224798487,0.2587574555390233,0.3755030066797141,0.09103591704933685,0.4582722702809166,0.3573048422880938,0.12717090902312497,0.2235808508875713,0.24840449072058013,-0.09152158236340809,-0.3324608991012455,0.3797448361609071,0.35034850078320207,-0.11196811951514807,0.2317333238148699,0.4711910279109809,0.0,0.6221772010982074,-0.11752045065078391,1.0,0.41171871786758935,0.29797425415258744,0.44254414291099087,-0.2449359401320997,0.4043060737007052,0.3637495039213507,0.4082018610569244,0.2149428302268742,0.7737057768913804,0.09829699099971086,0.4249636701284639,0.6067638799907364,0.5001068641421402,0.5300906145960714,0.09175697866844025,-0.2637614454514142,0.29411893499086456,0.13106797149448543,-0.007056227694255739
Supp_Motor_Area_R,0.6384982143309276,0.32908508693533084,0.5098942602676754,0.22781130655829265,0.16260566871023632,0.33054139346526684,0.4036245433890093,0.1868613157389912,0.5043764382148204,0.8040102196846574,0.08924499197580305,0.05870788121192645,0.9107091501471902,0.34609342333763793,0.29307513756443704,0.4084548838674539,0.5397943197092323,0.0,0.5341808377803844,0.1817273040697661,0.41171871786758935,1.0,0.5615987537627691,0.6259109488940514,0.03941056083172311,0.6100596695498244,0.5912803393936056,0.6544358113008985,0.21052618411482182,0.630645764363387,0.5851096727435169,0.6452104878710382,0.6588573474710453,0.6706675503924607,0.6875411423236715,0.07528829451052643,0.10184280095835158,0.18155988972426618,0.5929761899098003,-0.07721407596415618
ParaHippocampal_L,0.6804264293944642,0.43087816695676073,0.6332660192578045,0.47481676203700107,0.23376069417699513,0.28502782510054314,0.4481003791784152,0.15469207303201313,0.36163750309891646,0.6289087634705638,0.22287062338200947,-0.08496296249794287,0.5937593930321051,0.6439329878015703,0.11649545851200677,0.3967513518944679,0.5888891603626062,0.0,0.4079079272486807,-0.04620678518680605,0.29797425415258744,0.5615987537627691,1.0,0.5791481571035464,-0.27507537531080567,0.6508502498434288,0.49357203503959013,0.594463956938731,0.38653973035774297,0.48231974575911907,0.3833579811901534,0.5238888251171988,0.4802593373034672,0.8376443390890288,0.6438475138118004,0.17111764401718033,0.006908430365718968,0.08978318407669632,0.782780282773582,-0.039220717409905355
Frontal_Inf_Tri_R,0.4923254118981614,0.5465419458408173,0.40448771052461324,0.5123876112941467,0.08008836965667208,0.29769845920746074,0.3306480848480994,0.1446523894735317,0.38772931188957355,0.5990078851661093,0.1354232546588999,-0.2954504507665367,0.6986244856323296,0.49418457783379655,0.13548910990434335,0.29076634116761624,0.5051690784240879,0.0,0.56625108546935,-0.12975876370261905,0.44254414291099087,0.6259109488940514,0.5791481571035464,1.0,-0.22268421539480257,0.5421218093537966,0.46219565552992514,0.5632098764899941,0.41846712706181644,0.5627921183167587,0.4443976003603462,0.5474422918711431,0.581980453464971,0.6465153278740081,0.8087759305406574,0.2757906756532099,-0.09743622205864688,0.31995521245410435,0.5678876380307188,0.09484292515926632
Cerebellum_10_L,0.036373769555045364,-0.5406666061396307,0.20803137028745822,-0.608178984523473,0.38233730273986544,-0.15489524047967906,-0.027619919129151817,-0.026326084266455062,0.1512103013930487,0.11059789096561264,-0.051348337926817506,0.5714369866265966,-0.017749891694075287,-0.39138669700546797,0.45570884759253294,0.06479811292736787,-0.02012339394720948,0.0,-0.3974110836890705,0.7427750350013044,-0.2449359401320997,0.03941056083172311,-0.27507537531080567,-0.22268421539480257,1.0,-0.013354881709316847,0.18747526896174124,-0.29999425494503523,-0.3863021299979732,-0.199048526981641,0.17711787777798976,-0.2508638913842939,-0.11872692557162784,-0.1372097112331424,-0.2704572831026017,-0.18805256793894104,0.60943488464734,-0.376926106568795,-0.06123498678408505,0.2259187916200776
Insula_R,0.8779715627430349,0.11348718804949104,0.754501691538078,0.143001512156685,0.32676681150673614,0.5355834895339462,0.7927891865068621,0.37567983888191203,0.6949315667191964,0.7661887414011814,-0.0005677027303975771,0.023819259483710324,0.6597879573143485,0.4580243549207459,0.28268903505938475,0.5685115922536802,0.8460127377706301,0.0,0.28150019297371986,0.08997960443339022,0.4043060737007052,0.6100596695498244,0.6508502498434288,0.5421218093537966,-0.013354881709316847,1.0,0.45473236787548404,0.43147676921162786,-0.06523789303039358,0.6218713666282604,0.4979522324788972,0.4917747892586733,0.3734426638692262,0.7288660642237035,0.8165612843698243,-0.21525934168068894,-0.08037912939405091,0.03718099062392334,0.6845514270896735,0.0333151993014493
Thal_MDm_L,0.47496739502609914,0.30986731670071727,0.6255840413997422,0.1852733018100567,0.48090318781069447,0.2828754665791039,0.1968684454113244,0.036621323111128125,0.22680025493807657,0.5648261148830971,0.19404754334541843,0.14855803379612686,0.5821073438815892,0.42803300750969253,0.24563557829951002,0.3612877829488668,0.4155605619294065,0.0,0.4023175300020017,0.4531989755959755,0.3637495039213507,0.5912803393936056,0.49357203503959013,0.46219565552992514,0.18747526896174124,0.45473236787548404,1.0,0.4974935888394283,0.34222022547452813,0.6382179729495149,0.6069267904469963,0.4386182784333951,0.7612986031871307,0.6481157817781643,0.425666198462103,0.2942846027867821,0.2813028807858833,0.09956789025053178,0.4694232677120734,0.02413885607232374
Frontal_Inf_Oper_L,0.4320043964972571,0.27398116240837195,0.33980388303300424,0.26106744432223544,0.07403069102977168,0.07840979138235016,0.1920381970378373,0.06709497288972044,0.41448286268087886,0.6482112069791802,0.25931979711361786,-0.11053976512092936,0.6450176547763682,0.40452811968977836,0.11300347455830256,0.1054993875247836,0.39622840126600656,0.0,0.5561275205468137,-0.12146439300951999,0.4082018610569244,0.6544358113008985,0.594463956938731,0.5632098764899941,-0.29999425494503523,0.43147676921162786,0.4974935888394283,1.0,0.1940289229892026,0.4946852472395925,0.38716713884626824,0.43565887458230745,0.5904543889521087,0.49707899543113243,0.6534623015202916,-0.03587199147511027,0.07560688115694206,0.12244555351368035,0.5337716729725457,-0.021566256760771865
Vermis_3,0.004162616296817669,0.7454055637370594,0.02674331929022357,0.7305749763377648,-0.04134458097974598,0.21405648158762935,-0.20309518158272355,-0.16710893303552532,-0.16316581451702653,-0.025285842059127286,0.23394806037486435,-0.35605188590247444,0.1865752382174872,0.41495936816917633,-0.3447302292431736,0.06141419132410162,0.05041185030707044,0.0,0.5204037817282932,-0.07698544736334505,0.2149428302268742,0.21052618411482182,0.38653973035774297,0.41846712706181644,-0.3863021299979732,-0.06523789303039358,0.34222022547452813,0.1940289229892026,1.0,0.33542635292736256,0.10563568281504469,0.4721960001731632,0.5039026650351477,0.4156862301916964,0.1679739619524904,0.7513372634711818,-0.1366783956413631,0.42244814775796774,0.12064961769774629,-0.1291396447402797
Thal_PuM_R,0.557795973417622,0.47193597828318373,0.5172089583116501,0.42818931232913987,0.21039412624343257,0.6208770419104456,0.4911788252540008,0.16480703566172272,0.3525707265157448,0.4472305372923442,-0.06550807054500771,-0.2382504677487576,0.5923640921765867,0.46524419160649655,-0.10233634550237652,0.3694570633954326,0.6631485420980376,0.0,0.6738559598867465,0.0782449069921134,0.7737057768913804,0.630645764363387,0.48231974575911907,0.5627921183167587,-0.199048526981641,0.6218713666282604,0.6382179729495149,0.4946852472395925,0.33542635292736256,1.0,0.34383457741576906,0.6060569900990718,0.7829121894500713,0.734213411454458,0.6529027930404772,0.1788528622051258,-0.2495920302228257,0.2930334221583969,0.32363632456494273,-0.05373759661127361
Thal_MDl_R,0.5311356426908405,0.0768649818796154,0.45468501552127893,0.03150241122110541,0.310489520932483,0.12358439487577935,0.2835289185080504,-0.0060587029456552225,0.5400460561946175,0.6971187776096234,0.32654861521156175,0.166193187147065,0.6648573220855069,0.18462236966544335,0.45445029054699343,0.41408796969286266,0.3557999542993539,0.0,0.11787706585669669,0.2374265398296241,0.09829699099971086,0.5851096727435169,0.3833579811901534,0.4443976003603462,0.17711787777798976,0.4979522324788972,0.6069267904469963,0.38716713884626824,0.10563568281504469,0.34383457741576906,1.0,0.3573698038164355,0.3050419190640989,0.427031942774581,0.5294443627934337,-0.06583923666151882,0.17330111122247197,0.027184398206758498,0.5557029396153134,0.016380254863082186
Raphe_D,0.4613111598175941,0.5328088860504854,0.42781995584986166,0.4800322086606948,0.011670900322466019,0.49795279669726755,0.2661870089633202,0.11827789702859767,0.3331653823687941,0.42203409659565055,0.0033628287589124004,-0.34671192474489143,0.6426749205724064,0.4291622889713059,-0.017797547085258218,0.4191265427713244,0.5093892992658936,0.0,0.5834422179922247,0.02334164314547932,0.4249636701284639,0.6452104878710382,0.5238888251171988,0.5474422918711431,-0.2508638913842939,0.4917747892586733,0.4386182784333951,0.43565887458230745,0.4721960001731632,0.6060569900990718,0.3573698038164355,1.0,0.6214913695183111,0.7115615597536159,0.5564972450827511,0.29464158768028337,-0.2742707513304122,0.27765793101671926,0.46639685763802846,-0.11437409659667272
Thal_VL_L,0.39448809108968164,0.5810821984025757,0.4516410076513292,0.45776432672762785,0.17175011422159642,0.4595173341203092,0.1944968801766002,0.07308307468161912,0.13307596819302592,0.3886459044374759,0.011498584578281885,-0.21101852132434262,0.5654174271865144,0.5380170523438,-0.09279968561526901,0.2782361003287446,0.42119896254962974,0.0,0.7832731159484481,0.1960636802272783,0.6067638799907364,0.6588573474710453,0.4802593373034672,0.581980453464971,-0.11872692557162784,0.3734426638692262,0.7612986031871307,0.5904543889521087,0.5039026650351477,0.7829121894500713,0.3050419190640989,0.6214913695183111,1.0,0.6815064667369523,0.5186537540900621,0.40741803418546013,-0.0314118352492737,0.30943134318696025,0.2748740473118207,-0.11872361099344074
Hippocampus_R,0.7218793526658636,0.5499147871480592,0.7523188321884327,0.5177183378427224,0.2785294200679288,0.5711602135413726,0.5489432622197745,0.2507961228724059,0.35972873209048667,0.5950350463862624,-0.01726597334300633,-0.17502793842620942,0.6671804925904266,0.6458281711411129,0.08199095253920036,0.5870526847956026,0.6960455176844924,0.0,0.550590614387366,0.14867282972013396,0.5001068641421402,0.6706675503924607,0.8376443390890288,0.6465153278740081,-0.1372097112331424,0.7288660642237035,0.6481157817781643,0.49707899543113243,0.4156862301916964,0.734213411454458,0.427031942774581,0.7115615597536159,0.6815064667369523,1.0,0.6718496623810097,0.2892887691405156,-0.04982738485476958,0.15977012328680149,0.6610393176260724,-0.03305477060391678
Frontal_Inf_Oper_R,0.7282419409074536,0.37461724013970943,0.4975716971334559,0.3729836081198471,0.0591593573128638,0.4233235072255037,0.5904250455154395,0.30843525677577566,0.6179826979990372,0.7517176638918289,0.10729622905012605,-0.2835123179523641,0.7705547601800489,0.532461162856782,0.1978142397986764,0.4072086214375889,0.6979423651692767,0.0,0.5354980231482278,-0.21986143917642278,0.5300906145960714,0.6875411423236715,0.6438475138118004,0.8087759305406574,-0.2704572831026017,0.8165612843698243,0.425666198462103,0.6534623015202916,0.1679739619524904,0.6529027930404772,0.5294443627934337,0.5564972450827511,0.5186537540900621,0.6718496623810097,1.0,-0.0807620448726799,-0.1639042549314352,0.28740093613073425,0.6523706536946269,-0.01743190059429105
Calcarine_L,-0.10492642349146646,0.7498919697963919,-0.010130137619473711,0.6313285329579016,-0.041664974325093654,0.1925353837396483,-0.24623817087002092,-0.03439021958701403,-0.436330563392972,-0.17565898987531925,0.029397461084763463,-0.252492689154394,0.026091076539898984,0.3123023574868867,-0.37203867095019155,0.11962637916556709,-0.12495998929385523,0.0,0.31370629719612503,0.07037536543106013,0.09175697866844025,0.07528829451052643,0.17111764401718033,0.2757906756532099,-0.18805256793894104,-0.21525934168068894,0.2942846027867821,-0.03587199147511027,0.7513372634711818,0.1788528622051258,-0.06583923666151882,0.29464158768028337,0.40741803418546013,0.2892887691405156,-0.0807620448726799,1.0,0.049268923901589684,0.32047267988169825,0.014372207916475038,-0.011058371834218093
