,Amygdala_L,Frontal_Inf_Orb_2_R,Thal_IL_L,Precuneus_R,SN_pr_L,Supp_Motor_Area_R,Insula_R,ACC_sup_R,ACC_sub_R,Frontal_Inf_Oper_R,Heschl_L,SN_pr_R,Cingulate_Post_R,Cerebellum_4_5_L,SN_pc_L,Cerebellum_6_R,Cerebellum_6_L,Thal_MGN_R,Cerebellum_10_L,Putamen_L,Hippocampus_R,Lingual_R,Angular_L,Postcentral_L,Cerebellum_Crus2_L
Cerebellum_4_5_L,0.557939360800477,0.34302126252630205,0.37903445625869714,0.3539136396750842,0.3791315475162286,0.4897303129274911,0.5003919131310173,0.5927676340400365,0.19370717032553872,0.4102282100818986,0.5136269785600283,0.2569893385227318,0.673779223939107,1.0,0.41026511793271664,0.5929978000215964,0.5414654143215852,0.3521243219585183,0.5113465015544449,0.5896110333159511,0.49924888613532853,0.5793206520189537,-0.011511025419234272,0.09412345136609003,0.06597485537729497
SN_pc_L,0.6931468976758398,0.45728314517281166,0.6581600539497208,-0.1821257756990796,0.8806146062115103,-0.021573347632413586,0.4885651360721811,0.18457604218212614,0.42962651605722807,0.25724451411460997,-0.00892152108165702,0.5784947761734744,0.09888868491328755,0.41026511793271664,1.0,0.2698793707291691,0.19788660204223915,0.4131662054327664,0.5504179525244725,0.6400387172408369,0.6639105159482297,0.14839198807285967,-0.32761893766390493,-0.055339167932644685,-0.23981094956947513
Cerebellum_6_R,0.2752890830223047,0.33235628748541474,0.23967425080392202,0.05346621969546506,0.3778024915938219,0.20536672684077567,0.4627498404806625,0.3535979852862744,0.24523853532794163,0.3895664754010505,0.09278434253490933,0.44241309968016834,0.4265246118809716,0.5929978000215964,0.2698793707291691,1.0,0.948345017943072,-0.06443770141421463,0.4095697102198239,0.4597197528266638,0.3815967894024575,0.6820137863737225,-0.09093547319287178,-0.28376748497644066,0.38821493525776923
Cerebellum_6_L,0.1790177104026832,0.31579561395909633,0.1451490718418315,0.08154278152151337,0.31101897098796893,0.20160623405736133,0.40150348250625767,0.33096013997210205,0.16097316484204036,0.3734909455485863,0.08287996335900914,0.3897762952898517,0.4230807516290655,0.5414654143215852,0.19788660204223915,0.948345017943072,1.0,-0.0902853892272534,0.3314191774639203,0.38265016472720703,0.2734421933463791,0.711952993193149,-0.039950338071033396,-0.30527428026711,0.42227486100609235
Thal_MGN_R,0.4927928514669359,0.23970002787231584,0.3352714473538207,0.2213118209703956,0.35969524224499216,0.3437574752637399,0.3765475355230807,0.26305346815789926,0.1400220526421026,0.3407711739704388,0.2734636144523232,0.2661928351797496,0.32948618513757794,0.3521243219585183,0.4131662054327664,-0.06443770141421463,-0.0902853892272534,1.0,0.16643548161228244,0.4483393597967605,0.37405131262989016,0.004626100991860522,-0.1944382677314625,0.24231160873792343,-0.08891544373844153
Cerebellum_10_L,0.6101707819643881,0.5222024751688447,0.4552668392820674,-0.0076272834154475925,0.47822285942615234,0.19016336826991942,0.5108783163696522,0.46869374877414893,0.45537256145091864,0.375021896303646,0.06683287530385298,0.3609311371125551,0.22217029748047712,0.5113465015544449,0.5504179525244725,0.4095697102198239,0.3314191774639203,0.16643548161228244,1.0,0.6120597253145412,0.4831775038351765,0.33739794592907324,0.03403222299971691,0.13420668358108653,-0.028845067832153307
Putamen_L,0.64195850819595,0.38826673402352524,0.7450825256763041,0.19256000475569565,0.5977655330533743,0.3365041953510333,0.8740710294524772,0.5502804400143066,0.4819194759264652,0.7164639263768303,0.3931831987588051,0.40647148171998865,0.4744387266096097,0.5896110333159511,0.6400387172408369,0.4597197528266638,0.38265016472720703,0.4483393597967605,0.6120597253145412,1.0,0.7533700501844177,0.45206217765208945,0.033180932316030975,0.22197783309795965,-0.012474777072319821
Hippocampus_R,0.5154838305836114,0.4151777447060276,0.797547379919412,0.018756465435306197,0.6391066421083067,0.04222807858737824,0.7801135918017997,0.3763904820788817,0.4369214334550772,0.5098757937418069,0.2496006408651869,0.30991255081287494,0.23369045997170548,0.49924888613532853,0.6639105159482297,0.3815967894024575,0.2734421933463791,0.37405131262989016,0.4831775038351765,0.7533700501844177,1.0,0.3142634837406502,-0.08494750030832747,0.017717318890871123,0.07862428148028772
Lingual_R,0.11371470272674507,0.3462894999539168,0.32673143348466965,0.2772910713533928,0.20313569677742863,0.21730654616020964,0.49799607222745346,0.43553919247822837,0.30593912687013836,0.36941534262337,0.17491348679413524,0.3040397775284957,0.5158099634025157,0.5793206520189537,0.14839198807285967,0.6820137863737225,0.711952993193149,0.004626100991860522,0.33739794592907324,0.45206217765208945,0.3142634837406502,1.0,0.11372156872381196,0.025341843187750807,0.3394840132732132
Angular_L,-0.11320588933316285,-0.15945842138733948,-0.15009438616265347,0.6089869850128627,-0.4398551824775546,0.4489510618602365,0.0550089313885105,0.24766534212559432,-0.09165291225468046,0.15468125538335917,0.36487013642194677,-0.2956226690394718,0.33632299194824905,-0.011511025419234272,-0.32761893766390493,-0.09093547319287178,-0.039950338071033396,-0.1944382677314625,0.03403222299971691,0.033180932316030975,-0.08494750030832747,0.11372156872381196,1.0,0.5799506318305804,-0.09876837534324114
Postcentral_L,0.11895811683843052,-0.1948088180276814,0.07718370974496774,0.5045187479119052,-0.2260079146307048,0.4368185901534371,0.21233202431698414,0.26346574475570733,0.11251856860704733,0.22594438261099753,0.4933464461840123,-0.18013365928903688,0.2660581642744568,0.09412345136609003,-0.055339167932644685,-0.28376748497644066,-0.30527428026711,0.24231160873792343,0.13420668358108653,0.22197783309795965,0.017717318890871123,0.025341843187750807,0.5799506318305804,1.0,-0.23928439095812162
Cerebellum_Crus2_L,-0.25166539643699054,0.04099706815871584,-0.043976222161797855,-0.07341795733005683,-0.1372143717970359,-0.1442555403298365,0.18388090280911465,3.568083459273319e-05,-0.027834053678961326,0.17965293695462525,-0.04863172291640031,-0.06630043056222179,-0.008285690173473186,0.06597485537729497,-0.23981094956947513,0.38821493525776923,0.42227486100609235,-0.08891544373844153,-0.028845067832153307,-0.012474777072319821,0.07862428148028772,0.3394840132732132,-0.09876837534324114,-0.23928439095812162,1.0
