,Cerebellum_6_L,Thal_PuM_L,Fusiform_L,Thal_MDm_R,Thal_VA_R,Frontal_Sup_Medial_L,Thal_VA_L,Red_N_L,Lingual_L,Caudate_L,Cerebellum_3_L,Parietal_Sup_L,Rolandic_Oper_R,OFCmed_R,ACC_sub_R,Frontal_Sup_Medial_R,Temporal_Pole_Sup_R,Cerebellum_9_R,Heschl_R,Vermis_7,Olfactory_R,Cerebellum_7b_L,OFCmed_L,Putamen_R,Temporal_Inf_R,Cerebellum_8_R,Occipital_Inf_L,Putamen_L,Frontal_Inf_Oper_L,Cerebellum_7b_R
Temporal_Pole_Sup_R,0.7567181261823154,0.19847801117315717,0.5772657804409203,0.5798363250526936,0.8406848752861942,0.8239952039354489,0.7899934145690393,0.5821625175278107,0.6087851117272928,0.6915160444264269,0.6592828502508319,-0.07189717299541462,0.8991088209073463,0.4197649157380153,0.7929219970002486,0.8323849483269005,1.0,0.6858314234675132,0.4955314513084208,0.1500604389808573,0.6024231071353465,0.4546839106648888,0.10453174534707536,0.7156012214554865,0.5534927556245021,0.499947326345529,0.01659405641469815,0.7230397628418141,0.7292942083142692,0.4371182130157959
Cerebellum_9_R,0.6671938611652926,0.49293431211317085,0.5132861643949982,0.5912348115095104,0.66172459883444,0.6431905443116125,0.5371458766623582,0.6570476278313728,0.7259534179485645,0.5805013192300517,0.593322279111673,0.14700480065411622,0.6912252113707313,0.2363297213336155,0.612219459548208,0.6074250857512127,0.6858314234675132,1.0,0.3142947060827774,0.39612055751477177,0.2670741174754591,0.6792552680076844,-0.1250622776952045,0.4635768141130423,0.8009969979159902,0.7548047932444147,0.35929789312886595,0.4397645593072991,0.7046909869138956,0.635815935632907
Heschl_R,0.6318910550181603,0.26577136114030453,0.6460191408256665,0.568263333231691,0.45795632283159193,0.38509623886002164,0.5471452899271523,0.4972296441168737,0.4876292466291516,0.5648052772568429,0.5724364221787492,-0.5668244655639105,0.5861080121006804,-0.0024118278516551492,0.5156724744647978,0.5751371889758966,0.4955314513084208,0.3142947060827774,1.0,0.26358404679947023,0.4117399461641242,0.08894095945545825,-0.1406182193674448,0.7374502532153431,-0.08501178534155479,0.28021434555084657,0.3652154991046507,0.6826743830301392,0.5517046359331941,-0.008766198896997634
Vermis_7,0.30880321980541375,0.48242609936043285,0.4757110170298491,0.3980698354924176,0.08567966283278097,0.0956984156513305,0.1786355453558417,0.3907742261337027,0.40960918212773767,0.26846263977100954,0.28964351851409326,-0.17944422969666193,0.2605923128525074,-0.31358657959869013,0.2988790792307597,0.21307830955834345,0.1500604389808573,0.39612055751477177,0.26358404679947023,1.0,0.11957584710283548,0.353404098228204,-0.15226547881199132,0.24239965396115118,0.21420457205655077,0.3653591222761222,0.5442707061707095,0.13143620658987065,0.2884014445659718,0.27225677580651036
Olfactory_R,0.4329040701437464,-0.1039011991870232,0.38646881361575963,0.226530239538584,0.4825565328944418,0.5317909241694304,0.46497578753405283,0.21983356508502452,0.2585380777636562,0.37316462063714545,0.3800616142465683,-0.233866057213024,0.543112282819762,0.08094754048650066,0.434867313640831,0.5372193038273207,0.6024231071353465,0.2670741174754591,0.4117399461641242,0.11957584710283548,1.0,0.21219564600398258,0.07025025543989809,0.5721823436503114,0.13295634219613447,0.25818378313302764,-0.011457973031162907,0.6093752562810215,0.43422364590507856,0.2713091231723422
Cerebellum_7b_L,0.3799692535680572,0.23481151701408567,0.3077826643712785,0.22011835171907404,0.33214690770276034,0.433352889925063,0.24979812039783614,0.4228089514923216,0.47933989379421216,0.27309502888207715,0.3981522482337338,0.1763907087690197,0.42063369828082453,-0.07023660915238078,0.3316352324124304,0.38242583990367446,0.4546839106648888,0.6792552680076844,0.08894095945545825,0.353404098228204,0.21219564600398258,1.0,-0.19380012704286398,0.2927087147301014,0.623853699933926,0.6196311798370402,0.23743600036202223,0.2743630135922069,0.4762504648860001,0.6934157391554023
OFCmed_L,-0.1552640726652719,-0.36063824254214616,-0.24573767646635344,-0.20242694985925844,-0.02881211397251195,0.041683106283251566,0.013815261636338772,-0.21958801545947115,-0.33273525555437383,-0.12513817727438492,-0.20414664902154397,0.10436178221899538,-0.04672149613669772,0.4683836132252573,-0.12502621207668083,-0.015606265031701714,0.10453174534707536,-0.1250622776952045,-0.1406182193674448,-0.15226547881199132,0.07025025543989809,-0.19380012704286398,1.0,-0.14773025840954732,0.005642181530095533,-0.37167525255000256,-0.5694983074347744,-0.07505836354845088,-0.2497620471501112,0.04209738636344773
Putamen_R,0.8501724521774925,0.1782120002328893,0.8112190224032009,0.6066871383274194,0.6973095198603272,0.6482773913889018,0.7578871157092701,0.6821904736262276,0.6449139236367778,0.7577563385510795,0.7393818610308809,-0.37807131061176263,0.7951156448877533,0.07499032968813707,0.7668240321415339,0.7366880075448672,0.7156012214554865,0.4635768141130423,0.7374502532153431,0.24239965396115118,0.5721823436503114,0.2927087147301014,-0.14773025840954732,1.0,0.13176864225756707,0.42814366092532213,0.2909397834017105,0.9172111255972327,0.791347179924758,0.2252678198594121
Temporal_Inf_R,0.331852798879104,0.3732936339155919,0.08642041879894875,0.34736849010798515,0.4693002201689653,0.5447251510968574,0.31034761320610016,0.427978628080623,0.488097065987601,0.3418833814709377,0.3306957962053183,0.49740477847019376,0.4528316531013797,0.3793402506451483,0.40047993561650513,0.40129681615928714,0.5534927556245021,0.8009969979159902,-0.08501178534155479,0.21420457205655077,0.13295634219613447,0.623853699933926,0.005642181530095533,0.13176864225756707,1.0,0.5495231986867362,0.0844216529021311,0.1272691016943213,0.4836083091071251,0.7544735279866271
Cerebellum_8_R,0.49699119154670207,0.3414788726124145,0.4338383542225225,0.3474984913429612,0.46422042533612073,0.45528542848560744,0.2704642508271328,0.4916219499606398,0.5905533456161872,0.3095882677563911,0.46418994714840867,0.059026727043304424,0.4771030657500067,0.027089788426028712,0.39822651343473886,0.4130532554267039,0.499947326345529,0.7548047932444147,0.28021434555084657,0.3653591222761222,0.25818378313302764,0.6196311798370402,-0.37167525255000256,0.42814366092532213,0.5495231986867362,1.0,0.472989972162891,0.36559612441330486,0.5606645543298262,0.5343419464527825
Occipital_Inf_L,0.43598412102055173,0.6752723103703872,0.5780577736053927,0.558803212034661,0.1436374645282321,0.05140941540131038,0.20237095112073084,0.4455289167551936,0.6630140643725064,0.3843634456267078,0.5089837389434202,-0.2091845446301097,0.22105727594477909,-0.465992779778586,0.3641965103363299,0.14947427758183568,0.01659405641469815,0.35929789312886595,0.3652154991046507,0.5442707061707095,-0.011457973031162907,0.23743600036202223,-0.5694983074347744,0.2909397834017105,0.0844216529021311,0.472989972162891,1.0,0.12259036971257997,0.4450228493298794,-0.0010717302265875368
Putamen_L,0.7840620201597939,0.06634632574834794,0.7290051043655554,0.4822409983263832,0.7149715930726461,0.6168766542333488,0.7324164267037194,0.6416468344050863,0.5452802182590144,0.6853502854779121,0.6164718741647957,-0.37096796046920694,0.794112885192561,0.15008943967500826,0.696052135552429,0.7387047597961208,0.7230397628418141,0.4397645593072991,0.6826743830301392,0.13143620658987065,0.6093752562810215,0.2743630135922069,-0.07505836354845088,0.9172111255972327,0.1272691016943213,0.36559612441330486,0.12259036971257997,1.0,0.6979776882005702,0.20446046406355872
Frontal_Inf_Oper_L,0.8623235233029436,0.4818656386997874,0.7644673862708301,0.7933596205797961,0.7785355339549104,0.819469285237953,0.8007019497581024,0.788464174546194,0.8407179159491882,0.8810554622403945,0.8490856361687296,-0.06300555467728337,0.8419101221007718,0.07561853486227893,0.8609282637564234,0.7888978524948067,0.7292942083142692,0.7046909869138956,0.5517046359331941,0.2884014445659718,0.43422364590507856,0.4762504648860001,-0.2497620471501112,0.791347179924758,0.4836083091071251,0.5606645543298262,0.4450228493298794,0.6979776882005702,1.0,0.4233468500488547
Cerebellum_7b_R,0.2435572600207151,0.13564010480457447,0.10009770427018855,0.13908146646455452,0.28513520705377643,0.47567512996574957,0.17466935881545842,0.34291335749328145,0.3360910059547271,0.20644719416494026,0.2562415748913553,0.343773150617371,0.34079582685253523,0.19560796748227316,0.23096578142151114,0.3199244016299688,0.4371182130157959,0.635815935632907,-0.008766198896997634,0.27225677580651036,0.2713091231723422,0.6934157391554023,0.04209738636344773,0.2252678198594121,0.7544735279866271,0.5343419464527825,-0.0010717302265875368,0.20446046406355872,0.4233468500488547,1.0
