,ParaHippocampal_L,Cerebellum_10_L,Thal_PuI_L,ACC_sup_R,Temporal_Inf_L,OFCant_R,Pallidum_R,Vermis_9,ParaHippocampal_R,Thal_PuA_L,Thal_PuA_R,Frontal_Inf_Tri_R,SupraMarginal_R,Precentral_R,Temporal_Sup_L,Thal_VL_R,Thal_AV_L,ACC_sup_L,Cerebellum_Crus2_L,OFCmed_L,Red_N_L,Precuneus_L,Occipital_Inf_L,Cerebellum_7b_R,Cerebellum_8_L,Vermis_10,Rectus_R,Thal_PuL_R,Paracentral_Lobule_L,Temporal_Mid_R,Frontal_Sup_2_L,Insula_L,Lingual_L,Occipital_Sup_R,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Occipital_Mid_R,Cerebellum_4_5_R,Cerebellum_9_L,Supp_Motor_Area_L,Angular_L,N_Acc_L,Frontal_Sup_Medial_L,Raphe_D,Cerebellum_3_R,Cerebellum_Crus1_L,Pallidum_L,Caudate_L,Cingulate_Mid_R,Precentral_L,Temporal_Mid_L,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_L,Amygdala_R,ACC_sub_R,SN_pr_L,Hippocampus_L,Thal_AV_R,Cerebellum_Crus2_R,Frontal_Mid_2_L,Cerebellum_6_R,Occipital_Sup_L,Frontal_Inf_Orb_2_L,Cerebellum_3_L,Cingulate_Post_L
Thal_PuA_R,0.24143429253702478,-0.2996289840471865,0.39551923997090765,0.6236356832375162,0.3578951937335343,-0.051709921094248816,0.43609478644701527,-0.1416437078258923,0.3949796231962811,0.4992148669555518,1.0,0.3931313506869206,0.2616765036184653,0.5322861040089086,0.07683047140691791,0.7327188630696921,-0.155248827327669,0.4647562128281755,0.008774565784283801,-0.005732299505664221,0.2518771695143499,0.6744349786590756,0.3534748014128926,-0.15361605398617406,0.1262483002738238,-0.048353886850757886,-0.14438656459414542,0.30789771669690724,0.6542304633477973,0.14151014703983442,0.01944247204359079,0.06946652888030674,0.27906408100970215,0.30753412517893014,0.48145439825764863,0.5955005260094683,0.10887367481620865,0.5162779004586369,0.051549577895373545,0.452566316908467,0.34186055410405924,0.2985841142077545,-0.049971496637971576,0.4164140684023369,0.22115228487628807,-0.19647120168887397,0.39290926996730047,0.5450696256531277,0.40427958473567194,0.5592039703398554,0.12168603466366722,0.22037822557560008,0.1457950036024778,0.28217796708413034,-0.2762754960067956,0.3166044749200428,0.5841638476721028,0.25204114122959925,0.1607261596825784,0.35524292920962935,0.4790891710649459,0.15228699737103124,-0.18401615757522286,0.34238165496744055,0.43248957243391745
Frontal_Inf_Tri_R,0.1600799281901436,-0.2992723534509791,0.24724485959976705,0.7140926203864351,-0.26406529184581234,-0.6297024950283517,0.574070338375184,0.2612563395632414,0.6126874084655051,0.0755170368560967,0.3931313506869206,1.0,0.5216341021523963,0.5586914790839886,-0.4890152637906069,0.5718847730920363,-0.049663571951934424,0.02556327840236106,-0.12049198095230496,-0.2762237442008155,-0.23067263628350518,0.5406068923317845,0.08787735309954492,-0.00045710357972820884,0.2586651723858563,0.1389868236506393,-0.4428292683335891,0.22222042993370084,0.6600800073465224,0.6960317367771238,-0.04341724991639123,-0.2860256737744326,0.12265556306598706,0.19243621465406754,0.8618440162059398,0.37805657193510545,0.19716225779771496,0.4455838215234105,0.2595292385386259,0.45123713316483405,0.10092296192025008,0.3641550939372379,0.07281828538311577,0.39682180538117057,0.20867345115258013,-0.7274143710372104,0.403824779671241,0.46186998901210613,0.23722197259839192,0.6775536590316319,-0.5434128660480174,0.8207099498742944,-0.183975239616013,0.5131867967339659,-0.3644536700399511,-0.08361579025712246,0.3722714065696653,0.2228016528578023,0.3308482702177357,0.7236471911276563,0.6692441328133852,0.1172020532535414,0.12802525075285756,-0.08034944524348986,0.28290359249268665
SupraMarginal_R,0.11199670254624702,-0.13433309979566838,0.3989303302533814,0.3517836013855204,-0.023087397004512594,-0.12336759615383959,0.2369037695944802,0.322196386055965,0.37775108635577115,0.27703506416820306,0.2616765036184653,0.5216341021523963,1.0,0.41578954160591436,-0.2580404936555373,0.41532746934465864,0.08087698525998466,-0.033384743156892674,0.30323309369546475,-0.17606875230589025,0.07899842539011283,0.5842649628472485,0.11334417515383016,0.34192296023518676,0.4634457031371999,0.29395064620421646,-0.17893279274204096,0.1282532725355819,0.5112754143649307,0.6836331426982141,-0.002520255542538933,-0.12863648420433685,0.46698946254389995,0.5278954902995122,0.6366805607213414,0.5303507867536755,0.6050078133513407,0.4966173957513547,0.4286356292551994,0.4031369620852221,0.2194664820324401,0.052744456755686966,-0.05282252409448266,0.3299654903084109,0.3256699481366308,-0.16294611060431027,0.168422747141837,0.032045170245878295,0.575602115595272,0.4952202648306158,-0.24022942592350513,0.15660338607079619,-0.06778601645348963,0.17182972214096018,-0.052691204553060596,-0.0670614471348073,0.34341696396233845,-0.06668841862073349,0.40863598558834197,0.5108539618127873,0.5211643502660789,0.32411670523582947,0.19688279446310994,0.0008453291252257535,0.331830740828618
Precentral_R,0.6994782421986941,-0.06295869720398536,0.3450131639189484,0.464753828854445,0.35686295688898145,-0.053783389653945,0.6154327938637205,-0.1182691138183335,0.7822464660258447,0.4283253448617964,0.5322861040089086,0.5586914790839886,0.41578954160591436,1.0,0.2120135697094896,0.7061049841999851,0.19720000823955222,0.4878477644147539,0.11260446500266948,-0.03358427901869387,0.08633339716532218,0.6623578169262069,0.08682961195299028,0.1672905337444239,0.4786521618938792,-0.1616132231688404,-0.08916886456043202,0.24186320113603205,0.7119419828713289,0.19346593682584953,0.5057087473792459,0.3026087406832424,0.40064414001208826,0.1874826884794317,0.5461611005409645,0.7646595607059308,-0.05537469904756295,0.8289864971451862,0.13767867353760332,0.8777405288562001,0.2997658858397913,0.3257513250681556,0.5253901783436137,0.6369347888151685,0.6412553363689801,-0.20715786111029097,0.5357897985365805,0.6250598328438977,0.7083985978380078,0.9264559059182668,0.037850731448843454,0.4944675412168425,0.4225604581995599,0.3972327289170024,-0.030430126346297735,0.3236705141127685,0.8290206228790106,0.5192071554213276,0.1525795726438994,0.7763579462632765,0.39842008017963254,0.14420113221005937,0.14255874124397508,0.5407498846430917,0.6085537476513916
Temporal_Sup_L,0.5186671013325209,0.5198179902853842,-0.01105833672674262,-0.13524566224184506,0.6177904663896018,0.6989110047549872,-0.12366130468360194,-0.2467180342133569,0.012585522093913826,0.19337270216812422,0.07683047140691791,-0.4890152637906069,-0.2580404936555373,0.2120135697094896,1.0,0.0779766531060889,0.07595487202995925,0.5828498583450932,0.22470858839789007,0.5092028058589881,0.376212092004743,-0.08466685243905189,0.044546154744103734,0.1191665068130072,0.17363298578857583,-0.11096006200132028,0.48064193807480465,0.17351868289769104,-0.1865314725999716,-0.5708707729754698,0.6824502226878539,0.8505778956225118,0.3748439060845784,0.01602328428058723,-0.3205185862365067,0.2557383267701939,-0.19650696663087536,0.26726004727660657,-0.1672166635591144,0.27799791054426864,0.28714231555602177,-0.07216885267465602,0.5315989791269341,0.19479522346616213,0.35566907159376177,0.7263955399993924,0.025443814760522303,0.21090853354538144,0.4358305945488378,0.08024331810949802,0.826866324618415,-0.39595619910648555,0.8354201272712651,-0.23528985278784578,0.3066588623358354,0.6082418862857357,0.3895125353843281,0.12598904519791476,-0.12817303784448428,0.025081747987662432,-0.3952134094638875,0.20426400367150732,0.24754658064843177,0.6097913150860563,0.08378392086972541
Thal_VL_R,0.47053779876938706,-0.19471801536162384,0.16600568529264748,0.5772269883605935,0.2707138374752008,-0.18239502172523858,0.5918183253058895,-0.06834005287315437,0.5676152552335793,0.33830081144807184,0.7327188630696921,0.5718847730920363,0.41532746934465864,0.7061049841999851,0.0779766531060889,1.0,0.16135430170977066,0.36990482483965403,-0.033401652205296936,0.025117988180875156,-0.08638188360298107,0.6169294798363507,0.08693733494949489,0.16421014362631114,0.3742959378519062,-0.16117444125967045,-0.06682328623924012,0.14270285652867468,0.6493326134633062,0.22147790136377576,0.18107425610096387,0.15120589864363596,0.16660275439434508,0.14880961074036198,0.5326946732208607,0.62090480593835,-0.013685689151529639,0.6158841912103834,0.07327586685122296,0.6076813928808436,0.22753298743482162,0.23010495280349993,0.1926085432244971,0.46684573930954454,0.35634512750704656,-0.34268908311875357,0.35610101188425175,0.648860008569567,0.4939689731844305,0.6850292059913093,-0.056661013152941225,0.45507078039421095,0.2609829169210524,0.3212474340883861,-0.15352353301147728,0.37695417853408575,0.6333467229943486,0.3147557525174014,0.1576840816974962,0.6357374395818953,0.4387800725987098,0.04111844485994537,-0.003114144349293205,0.3547329261512298,0.4575800299927907
Thal_AV_L,0.23898838271036787,0.01972422147279949,-0.42658812198996876,-0.33899946819790416,0.06225555932866182,-0.03172936045082797,0.023249901106521448,-0.10755801276733211,0.07716968216297214,-0.14969666532796508,-0.155248827327669,-0.049663571951934424,0.08087698525998466,0.19720000823955222,0.07595487202995925,0.16135430170977066,1.0,-0.11103915365262684,0.15340943851426767,-0.07935921136724997,-0.3912721378461463,-0.09715145105386437,-0.22574841303373513,0.3906821457266856,0.1889484126633046,-0.2402703251979505,0.10568786019669599,-0.4717445776592934,-0.03272590360057749,-0.11906041275879121,0.10970022276638827,0.015139383653438851,-0.1909276468377879,-0.17226995087552163,-0.10945784073552633,0.04090882257449287,-0.17882011883064308,0.06028075088075845,-0.08054664828486081,0.15867346411003774,-0.06517647118999104,-0.2587714526289891,0.23894814141667134,-0.031181942964711367,0.028691084735697286,-0.0653314337395772,-0.3186148297706753,-0.01480357518701977,0.06250659169962147,0.06168101103148867,-0.05662280591972313,0.11887247544776984,0.09575032071503613,0.0060438822483142125,0.40442469806069103,0.10400047355399392,-0.009085062666594331,-0.013948210992783473,-0.07140360237015485,0.1875757311031066,-0.170221275236927,-0.19329218469881554,0.007034268743377235,0.041181787097528795,0.06919633397214142
ACC_sup_L,0.5042852957807132,0.346971172459048,0.322104372519094,0.44473645792051053,0.3718325703023722,0.4078430586634589,0.26593886603385153,-0.04785101073462469,0.2808907682269912,0.40129049126214594,0.4647562128281755,0.02556327840236106,-0.033384743156892674,0.4878477644147539,0.5828498583450932,0.36990482483965403,-0.11103915365262684,1.0,0.059240658623214044,0.3731233431068924,0.4341598250099506,0.2840717055168988,0.14558977768077677,-0.1120768991439408,0.13808153768413317,-0.027932752695614658,0.2619210430103364,0.4013186484104259,0.2132899115740218,-0.107730462793925,0.5776480683941023,0.6081699884991275,0.46446896898578455,0.1235260470231526,0.12787590883052213,0.44441144759782303,-0.02917979529819414,0.5028639730843711,0.11452282840852285,0.4428351415003125,0.2875504794891086,0.14923155836870192,0.5338068455695029,0.40800778973089236,0.43460716363426016,0.35628838687963515,0.3422024085677034,0.6174460110638932,0.49908321426389224,0.4081329923734298,0.45371879425427486,0.02871645751563838,0.602894702760951,0.13130753413066476,-0.014512533892004268,0.4855855099369015,0.612569431729975,0.3874097120953993,0.005971855256433383,0.3334583308910346,0.023389949340640738,0.2116491549161517,0.23858910611463965,0.4879262217685736,0.2784693737173561
Cerebellum_Crus2_L,-0.06450362833145434,-0.028840224423835586,0.334838102955311,-0.16143201203776297,0.3919958895678182,0.3464449908636861,-0.431890767802803,0.13182794799709194,0.021289682727840983,0.4358017301838268,0.008774565784283801,-0.12049198095230496,0.30323309369546475,0.11260446500266948,0.22470858839789007,-0.033401652205296936,0.15340943851426767,0.059240658623214044,1.0,0.04542602305251878,0.36667222569364505,0.2685082095255014,0.338636836272193,0.29269286946531514,0.38163729942278046,0.5096367363491383,0.14819141974653827,0.04732581804734468,0.2012635073392587,0.06861633228914778,0.05719572100257807,0.06585443776109637,0.5785089951844468,0.5709201902225411,0.14195353955874462,0.35097319933046045,0.48199381681751396,0.21358565627772869,0.04805398169264273,0.2630100865623627,0.45301677545199315,-0.29314708773236536,-0.02247519291393697,0.1013417129534277,0.07891925586712176,0.4127155741310228,-0.152060849390922,-0.27150595540818534,0.3793646411689633,0.1360734211858378,0.4517217746322574,-0.3413897409935487,0.13716230638333704,-0.5030905605083,0.2343691282374561,-0.035436966737393376,0.06254925548005695,-0.3154777115095653,0.42067505702905644,0.020267395644350514,0.20294335940846947,0.5535250854313917,0.07416004667601986,0.14588101661179181,0.1508972593389915
OFCmed_L,0.18711020538038228,0.4715554219154292,-0.06779993397597728,0.03100243569946931,0.09390813181352269,0.4993113783774703,-0.1281906213460706,-0.009010030655944763,-0.12231662388618937,-0.03870296375622541,-0.005732299505664221,-0.2762237442008155,-0.17606875230589025,-0.03358427901869387,0.5092028058589881,0.025117988180875156,-0.07935921136724997,0.3731233431068924,0.04542602305251878,1.0,0.31955834467536914,-0.1962642601442509,-0.0053830202952238684,-0.03013719208749661,0.02663592884967864,0.01442890912567234,0.6075899713400552,0.16407586964000828,-0.21449080232426931,-0.18729864481632144,0.39567966329558,0.5220524178696243,0.22244268065397546,-0.049418743653574904,-0.2251211167135815,-0.0437908605637589,0.002539391835430586,0.02760433331644787,-0.0644777208882629,-0.007369554745251125,-0.012859131484531806,0.015788636805377884,0.24554398424042495,0.09741900645993885,0.10844397890951654,0.4153126881265166,-0.13997213134202272,0.2540081610524009,0.09217149096908431,-0.0832889899383524,0.3775470589641162,-0.256357224858848,0.447049472978274,-0.20458728692521483,0.20827855629292977,0.38401050703688094,0.09983460347412981,-0.05075966290266518,0.07232482835863041,-0.04243472807926477,-0.27746988651443827,0.11572925983785554,0.28645859154057685,0.15131653207355023,-0.2597014809770084
