,Thal_PuA_R,Thal_PuI_L,Thal_LGN_L,OFCmed_R,Temporal_Pole_Sup_L,ParaHippocampal_R,SN_pc_R,Precentral_L,Paracentral_Lobule_L,Cerebellum_7b_L,Vermis_6,Putamen_R,Calcarine_L,Thal_VPL_L,Rolandic_Oper_L,Angular_R,ACC_pre_R,Frontal_Inf_Orb_2_R,Cerebellum_3_L,ACC_pre_L,Cerebellum_Crus1_R,ACC_sup_R,SupraMarginal_L,Thal_PuA_L,Cingulate_Post_R
Vermis_6,0.1610675730858852,0.33934087851326866,0.4118267183007545,0.2880572918341956,0.3786254157766994,0.6900655142537061,0.0345353426819786,-0.42783461604912876,-0.4174850080963694,-0.3126642674189773,1.0,0.5120604661589261,0.13139668734704918,0.5340323187938195,0.36517816470229947,-0.30336780122922347,0.33415376992191426,0.23518478643137328,0.6326295266911772,0.1493631456323705,0.8704077325923858,0.02960781227726963,-0.210157733428014,0.3560410145622792,0.622659640910732
Putamen_R,0.6391631501133702,0.37514575713945414,0.641493945921476,0.21222634592276432,0.3145028482805699,0.651496872038415,0.2670740696441377,-0.10821999112898248,-0.0247563059505709,-0.20379942077402827,0.5120604661589261,1.0,0.17826669672160264,0.6895892476383721,0.45618760270387526,-0.048159637674737237,0.5769281062007638,0.38342906987879893,0.562515604801097,0.2787862461393594,0.4565296671550457,0.4743464502820691,-0.003465121395160598,0.7186940714036363,0.7339993011410443
Calcarine_L,0.24845284696585043,0.6593605649941789,0.17753597528678253,-0.48909519263205764,-0.2860865316200436,-0.2631564662168573,-0.010490009976969115,0.5700301449311047,0.5437171277126972,0.5608920948903743,0.13139668734704918,0.17826669672160264,1.0,-0.26440792958465564,0.2180886462682443,0.6920954868966525,0.0368436813794117,-0.46832813063051687,0.3494570177872828,-0.51228917555549,0.19895182341755704,0.07337343183350603,0.6493560177311554,0.04397931906536474,0.14842733138995856
Thal_VPL_L,0.5277300677087615,0.046821458248424874,0.639341787327754,0.4741641973106412,0.745571842895684,0.888450690858033,0.1698516020044516,-0.42577184986982114,-0.4473823050180472,-0.6220880339195712,0.5340323187938195,0.6895892476383721,-0.26440792958465564,1.0,0.5102152183632143,-0.5200879672059344,0.6458182221801856,0.7645948054967286,0.4284836484906802,0.7492116326407662,0.29615669166668074,0.2744113787362974,-0.3751691694466214,0.7951033899955996,0.6674321139092813
Rolandic_Oper_L,0.3312146089949359,-0.004379307956328348,0.5484642446141663,0.16834139331471115,0.3628554721947534,0.33706410810044907,0.14150498437579376,0.05686380631250565,-0.2760883448342787,-0.14362689232491083,0.36517816470229947,0.45618760270387526,0.2180886462682443,0.5102152183632143,1.0,-0.13634702183941871,0.3683457783753426,0.469494378186481,0.46666028386033764,0.40525488021249845,0.10557152231788637,0.5448232779715473,0.07329720908090329,0.4231615238817166,0.5633437221511676
Angular_R,0.22364190917044824,0.49275642660299357,0.07499550904493865,-0.5278032524432518,-0.6742817544686772,-0.6125506713199022,-0.06429298860511329,0.41571439601653143,0.5395682425354467,0.6711119818206299,-0.30336780122922347,-0.048159637674737237,0.6920954868966525,-0.5200879672059344,-0.13634702183941871,1.0,-0.27333269125961424,-0.7201585394907172,-0.017097272992052374,-0.7645618459180238,-0.1382162780645666,0.10748783665991833,0.9097225467249392,-0.10669700041826109,-0.0014234811858183578
ACC_pre_R,0.42972262533765027,0.11107629881717958,0.445239575464447,0.28104147130421797,0.6764073727717298,0.6448113029571834,0.11215829661100642,-0.14459971382088493,-0.14328301932558205,-0.2776416959932603,0.33415376992191426,0.5769281062007638,0.0368436813794117,0.6458182221801856,0.3683457783753426,-0.27333269125961424,1.0,0.6107929101228916,0.22472864817849605,0.6009490498303093,0.22838956244838687,0.015376267700458638,-0.241653613184901,0.5918758716912914,0.406165837191431
Frontal_Inf_Orb_2_R,0.10529313283699572,-0.3387546696403425,0.30740541580332403,0.528678812528528,0.8323774387583637,0.7450771704525503,0.18418826683087666,-0.4036323945804243,-0.524460169454174,-0.6043248398952582,0.23518478643137328,0.38342906987879893,-0.46832813063051687,0.7645948054967286,0.469494378186481,-0.7201585394907172,0.6107929101228916,1.0,0.14914660568404886,0.9252324721503575,0.04366100205503094,0.135904773836424,-0.6561119551102185,0.42345120724637136,0.37733855926172666
Cerebellum_3_L,0.22847335043271075,0.4015618183878069,0.41804452777175183,0.07224817935336117,0.2254686196978435,0.444494401805588,0.1865002131565961,-0.16069843698107253,-0.18304863337639055,-0.016301473186518478,0.6326295266911772,0.562515604801097,0.3494570177872828,0.4284836484906802,0.46666028386033764,-0.017097272992052374,0.22472864817849605,0.14914660568404886,1.0,0.07605239123005206,0.45550794380741333,0.19479538620597048,0.07439847387997969,0.285424689262867,0.6269764170056598
ACC_pre_L,0.14000925560466618,-0.388645259137951,0.24766302951980293,0.4885304638284886,0.8675939369194187,0.6842247278163269,0.11842831695194218,-0.3194433040059045,-0.46467281694604207,-0.5922441942930028,0.1493631456323705,0.2787862461393594,-0.51228917555549,0.7492116326407662,0.40525488021249845,-0.7645618459180238,0.6009490498303093,0.9252324721503575,0.07605239123005206,1.0,-0.07398743867265917,0.05380112611148093,-0.6649468335407732,0.42331828903726776,0.2268817417655465
Cerebellum_Crus1_R,0.061908135928351045,0.4500110017983385,0.2200533418450878,0.18978491873693965,0.20354629814370892,0.5346962225391213,-0.03006973455616592,-0.32720491629763093,-0.2020523072057291,-0.19302076623037873,0.8704077325923858,0.4565296671550457,0.19895182341755704,0.29615669166668074,0.10557152231788637,-0.1382162780645666,0.22838956244838687,0.04366100205503094,0.45550794380741333,-0.07398743867265917,1.0,-0.08141653792818397,-0.19631783481574402,0.20355612538889928,0.4714485883641913
ACC_sup_R,0.4383358989884533,-0.01160144680671921,0.4291408324956304,0.055964847485659316,-0.1643724577852641,0.07145898135111602,0.12063258186911485,0.20785632155462508,0.05594592372291829,-0.0955598760669012,0.02960781227726963,0.4743464502820691,0.07337343183350603,0.2744113787362974,0.5448232779715473,0.10748783665991833,0.015376267700458638,0.135904773836424,0.19479538620597048,0.05380112611148093,-0.08141653792818397,1.0,0.27542505097341313,0.3822233585397208,0.4095244999323806
SupraMarginal_L,0.33916717947955916,0.4358590316853889,0.2309340230962706,-0.5031731796871632,-0.6351989416824524,-0.5585112195387522,-0.038572637972204345,0.4006447629741687,0.407307801941287,0.5782427103798764,-0.210157733428014,-0.003465121395160598,0.6493560177311554,-0.3751691694466214,0.07329720908090329,0.9097225467249392,-0.241653613184901,-0.6561119551102185,0.07439847387997969,-0.6649468335407732,-0.19631783481574402,0.27542505097341313,1.0,0.03845765992537314,0.09009592096735633
Thal_PuA_L,0.8779129316346188,0.18702546689732877,0.8314279842325191,0.18010956458785732,0.41778014089514726,0.5941332254195809,0.1942425711672678,-0.11067696977229444,-0.1227502356775537,-0.3918433087722632,0.3560410145622792,0.7186940714036363,0.04397931906536474,0.7951033899955996,0.4231615238817166,-0.10669700041826109,0.5918758716912914,0.42345120724637136,0.285424689262867,0.42331828903726776,0.20355612538889928,0.3822233585397208,0.03845765992537314,1.0,0.602841913215916
Cingulate_Post_R,0.4885772832995275,0.34493748388992124,0.680773955222652,0.2563586511073106,0.2727789333761314,0.5996042845379949,0.202996551373823,-0.4109008517836276,-0.39774009104063457,-0.26680132989604305,0.622659640910732,0.7339993011410443,0.14842733138995856,0.6674321139092813,0.5633437221511676,-0.0014234811858183578,0.406165837191431,0.37733855926172666,0.6269764170056598,0.2268817417655465,0.4714485883641913,0.4095244999323806,0.09009592096735633,0.602841913215916,1.0
