,Temporal_Inf_L,Cuneus_R,Vermis_8,Thal_PuM_R,Rectus_L,Cerebellum_Crus2_L,Fusiform_R,Thal_PuL_R,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Parietal_Inf_L,Frontal_Sup_Medial_L,Putamen_L,ParaHippocampal_L,Vermis_3,ACC_pre_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Thal_MDl_L,Temporal_Sup_L,ACC_pre_L,Thal_PuA_R,Cerebellum_9_L,Paracentral_Lobule_R,Cerebellum_6_R,Heschl_L,Lingual_R,Occipital_Inf_L,Putamen_R,Cerebellum_6_L,Vermis_7,Vermis_1_2,Thal_VPL_R,Parietal_Sup_L,Angular_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,OFCmed_R,Vermis_10,Thal_PuL_L,VTA_R,Precuneus_R,Thal_VL_R,Parietal_Sup_R
Vermis_7,0.04998598964096804,0.0938160029254337,0.6592331602409641,-0.03893385824527962,-0.44111262614247576,0.15309800551468852,0.009991849611726111,-0.06980179436766439,0.025560907983403578,0.06269357472477308,0.1203601179604286,-0.21533902133362218,-0.2617621656281133,-0.20685021920997335,-0.008799924393607802,0.008193918469214809,0.17427926836012383,-0.07592953483150139,-0.1926754513460098,-0.22610100498899918,0.2317370231437398,-0.3891572596615665,-0.36850523907371546,0.05351121173316567,0.15903643270605755,0.3340098090165178,0.019546399290110303,0.282238723202659,-0.021976571347787775,-0.28868439174932065,0.4047986436282185,1.0,-0.16870443018614842,-0.0495302720188877,-0.1531220772108865,0.2612509060571775,0.10419009984700046,-0.03213623300276223,-0.3401409556053179,-0.2895888548166659,0.12326519163221507,0.01303450929469129,0.21063782243889353,-0.023651196795774005,0.1867473155950896
Vermis_1_2,0.4220472729362316,0.2109361885632887,0.12143883912574344,0.5919528227085197,0.27323509503189025,0.31108326907244255,0.7364767476480045,0.43983722083185517,0.698321358213486,0.5919644006422101,0.23196960876477496,0.601411951181714,0.6893161918484899,0.662711417731408,0.7449495179743254,0.4065290740425539,0.3574368384328674,0.6757604893197635,0.5780412081461113,0.2712838833622629,0.5795266829981127,0.47500017359134444,0.23337129450788774,0.321442582501521,0.0702027927042,0.3969486542264301,0.5563896718515298,0.5511140925090594,-0.1837043789762435,0.6359513235966927,0.17989143170251637,-0.16870443018614842,1.0,0.3923383187186231,-0.02544729152428266,-0.0742018800114884,0.540356032344566,0.5378988640327313,0.1509088307773477,0.7285648754402606,0.2799989336577181,0.420928409019617,0.3358189444717914,0.48355729939570946,0.08862787247796385
Thal_VPL_R,0.529632635844316,-0.041493385949857825,0.14286541580711612,0.5391254953042388,0.2595447538827145,0.09421095752904075,0.4739684396279817,0.3405329786683368,0.6248755978739422,0.49329004748801303,-0.038402781683711106,0.5533227529900944,0.6282671314067093,0.5102395169898286,0.6242973144591337,0.5226970908708396,0.31705864765720704,0.5342836992839762,0.5347789728769908,0.36696981269991474,0.5041991754668474,0.5521943580836024,0.38955674798942924,0.20430525666723173,-0.009626398115353148,0.23956639927706305,0.5736231033672846,0.4182389959472089,-0.38292921627056437,0.6511756599977979,0.07866821452143016,-0.0495302720188877,0.3923383187186231,1.0,-0.20642195265522334,-0.15109063736394732,0.6185490746311909,0.6044653163780715,0.03544297030377019,0.40074498492235383,0.17477568731985826,0.3322176278786708,0.15389855530521546,0.4134471054068325,-0.0292029975909444
Parietal_Sup_L,-0.20251951407772098,0.47466840969331686,-0.1481827956468579,0.021435829971234287,0.06440988627580244,-0.30512691339724823,-0.026380693571762908,-0.40467950253410584,-0.28228705491511563,0.06070088427549856,0.5941442812506813,0.18493316018773037,-0.16616999292597406,-0.05828951924619027,-0.10207033423291399,-0.16122343226840452,0.056134317617505564,-0.17508868691235324,0.0704567891443756,-0.3026704068486036,-0.13850433129865364,-0.15357234247562954,-0.03885347251533149,-0.14810623111191354,0.5741425839195801,-0.08426250355948825,-0.33341102369422093,0.038356707803968486,0.4142899682472764,-0.18911867904166854,0.026502598125111083,-0.1531220772108865,-0.02544729152428266,-0.20642195265522334,1.0,0.4886146297530474,0.01760387361943709,-0.09787408565768167,0.1014145366961492,-0.21064571630874682,-0.2986693416539652,-0.0977986751784869,0.38470161923457585,0.01182731087340951,-0.056773361380089746
Angular_R,0.000298907959347627,0.6258523804932988,0.03671120876879119,0.05017236454289927,-0.17864676085715547,-0.1743405559589349,0.15805611907080813,-0.32491219594322507,-0.10181334136199988,0.11027953223597463,0.7231379141658738,0.04200018244307591,-0.20736269701818694,0.002022623881326144,-0.06631999471880824,-0.3263940426785941,0.07317670969764418,-0.10528846360510065,0.046227339344399834,-0.3291717140743402,0.12376589138429718,-0.4386361003116653,-0.33846826888003567,0.06289373108253249,0.6692239369776888,0.33511668443862763,-0.1921727735447975,0.3799589451944912,0.4029877402405867,-0.3549543546073485,0.5174541644773001,0.2612509060571775,-0.0742018800114884,-0.15109063736394732,0.4886146297530474,1.0,0.08225705247755759,-0.1260317879462455,-0.17132327323516464,-0.17171743675654147,-0.05475452755228036,0.002253859259908118,0.6379738027471541,0.2329445180581437,0.12045870924362048
Frontal_Inf_Oper_R,0.7000276500388611,0.24716183455336754,0.38327554369319244,0.6699836903082143,0.031414586387793535,0.2618094195329473,0.7660217943615247,0.28527495052375074,0.756060705675282,0.9143574989428915,0.4119501024171765,0.782361932688384,0.676855218549194,0.5797755203605647,0.7836445748496552,0.5629431158450728,0.49562708383894016,0.7622224138385735,0.775371650428289,0.23885375112085885,0.8328941965553648,0.5107049340421349,0.32126546342017454,0.35426504097128436,0.35744413684686555,0.5501414268619643,0.7272211827480705,0.7610520446765312,-0.08423933958525465,0.6887353082196866,0.37964770243846685,0.10419009984700046,0.540356032344566,0.6185490746311909,0.01760387361943709,0.08225705247755759,1.0,0.901398685112516,-0.23789186884344943,0.49210286577128165,0.26658177321424587,0.357097265889567,0.5351830287430063,0.6008384174881559,0.03388170666102052
Rolandic_Oper_R,0.6783758342228807,0.0600368773599351,0.3389273556505026,0.5959993274700549,0.10001683366863555,0.20086963322573972,0.6714139870824795,0.36329626788089325,0.7500065476904084,0.8732619647673635,0.26052115652230873,0.7577508535719131,0.7097588538583675,0.5213115846494903,0.7442331627812998,0.6240687432915755,0.43073159082622725,0.7988828235804434,0.7799709770317015,0.39514312028633325,0.7953785853227371,0.6601857100993853,0.4432956637145121,0.3740426130403885,0.20921887915633738,0.3919634868403908,0.8194606965806568,0.625596430072699,-0.1409909829584611,0.8106195071091987,0.16412222381362396,-0.03213623300276223,0.5378988640327313,0.6044653163780715,-0.09787408565768167,-0.1260317879462455,0.901398685112516,1.0,-0.18813467648026064,0.5414669047766921,0.2490593831801735,0.32701845228751825,0.35858584813088057,0.5254140745358037,-0.0015819329691330805
OFCmed_R,-0.05593588516245636,-0.04849633956705917,-0.3381852958919397,0.060772555611152586,0.6836038279624903,-0.11090149567720865,-0.11182389357392757,-0.01570441291221641,-0.11764332733864714,-0.24641650998617354,-0.1924605657889932,0.0017043795989770275,0.16242149314149334,0.12350340406274418,0.04494871329295828,0.1767337441266688,0.18873489180687844,-0.039336296692993454,-0.13284666618565744,0.11706580284944698,-0.296297646877638,0.37650319169655805,0.14973718593886573,-0.3842622196200567,-0.20622968723724244,-0.375818990891946,-0.17665227696480765,-0.25389351987567116,-0.10738571503008176,0.148096334526922,-0.36069419630303007,-0.3401409556053179,0.1509088307773477,0.03544297030377019,0.1014145366961492,-0.17132327323516464,-0.23789186884344943,-0.18813467648026064,1.0,0.001801945610104218,-0.15867530716952924,0.2243690914952223,-0.1121215830553023,-0.228001212051282,-0.14815850450139617
Vermis_10,0.6069260691306033,0.17761329993686176,0.056227789244152615,0.4818875995043295,0.2356678017107456,0.3251001666939427,0.7422107232184537,0.5528356331481795,0.7483385568962667,0.5313840482318859,0.11753849440474372,0.5354507523130674,0.7063235894077589,0.6905899350402814,0.6564851484996287,0.3648797682545417,0.21457215499957127,0.7052866906934229,0.5543100491005841,0.37164084269215364,0.5768085095475814,0.45492328625054307,0.3635745786646737,0.520882394412839,-0.06012899833125745,0.4784965440760806,0.6535744693483179,0.5306644944255338,-0.20092134318125457,0.6716262307817598,0.30457515195479246,-0.2895888548166659,0.7285648754402606,0.40074498492235383,-0.21064571630874682,-0.17171743675654147,0.49210286577128165,0.5414669047766921,0.001801945610104218,1.0,0.4763634405381251,0.39872680860100257,0.290700722926159,0.6026183050218227,0.12245726558209369
Thal_PuL_L,0.46242194001046294,0.09281096011259901,0.21009992013513137,0.22987386597891646,-0.008788636726090133,0.341463808340949,0.47634109273078745,0.39422317783699085,0.44197051073064525,0.2905037057622975,0.038615237478154055,0.14138587208246456,0.3533455831468574,0.3394986041642825,0.31564000230640255,0.21003199256056782,0.13202790611196227,0.39779262797017734,0.21007154224746682,0.17577491440242218,0.39522543960768425,0.10133479199930512,0.03250958189966522,0.4115112791872818,-0.022285316167718425,0.5025239673853374,0.3611005022559895,0.4075470891678036,-0.11139397289484662,0.26941905015182194,0.47776616453516885,0.12326519163221507,0.2799989336577181,0.17477568731985826,-0.2986693416539652,-0.05475452755228036,0.26658177321424587,0.2490593831801735,-0.15867530716952924,0.4763634405381251,1.0,0.17340660559464222,0.21821410711557,0.3276276981470664,0.23851062183697463
VTA_R,0.4827758163003744,0.01731877880799284,0.021654736628271207,0.32080742290134734,0.4749524870609458,0.2222571556821055,0.5523603642866571,0.3454927477666546,0.59251846534155,0.47360839583780034,0.14961454613357153,0.43014636683935653,0.42113101931476804,0.7079902265585063,0.5733309753713719,0.5899731253240427,0.5330205606166292,0.571344800971496,0.49860964486820875,0.22490081866238953,0.4670670751598824,0.3835293332743492,0.22398591073793914,0.16975805423347806,-0.13782503424844905,0.488419146744806,0.3955019174697329,0.4489533093440037,-0.14164179986995584,0.4455667453783056,0.30679181349219636,0.01303450929469129,0.420928409019617,0.3322176278786708,-0.0977986751784869,0.002253859259908118,0.357097265889567,0.32701845228751825,0.2243690914952223,0.39872680860100257,0.17340660559464222,1.0,0.2984009172320238,0.46836573360037215,0.12440705225954919
Precuneus_R,0.539599081318777,0.7807336418320228,0.22795583859629154,0.4545434261245797,-0.021012126997451818,0.029990231052587416,0.6243290535626178,-0.016731605520621785,0.3985743760663362,0.569448823874528,0.8347440786625246,0.5336725463996562,0.2904823766858551,0.41998500683758594,0.4729158063703869,0.12017459395952486,0.3809311401065654,0.42635419482036135,0.42348617144885964,-0.14613207145063764,0.5724509303177069,-0.0010823247734856325,0.04881851506620913,0.329712551753797,0.7831138972368751,0.6038140628251618,0.28425292308399946,0.781061079394554,0.22160579185528986,0.1737297977556324,0.6565886783754321,0.21063782243889353,0.3358189444717914,0.15389855530521546,0.38470161923457585,0.6379738027471541,0.5351830287430063,0.35858584813088057,-0.1121215830553023,0.290700722926159,0.21821410711557,0.2984009172320238,1.0,0.5393374164550474,0.19306486628557945
Thal_VL_R,0.689122322929512,0.3379186291412345,0.13280833274119486,0.3716337321134247,0.10684748388981807,0.2571672356999984,0.768919348943143,0.34783525228920653,0.7022639591714074,0.6425909084036793,0.42857272353496745,0.5795015572909966,0.510134493341371,0.7044590409733595,0.5805869261003895,0.3298390495971441,0.3191074264479856,0.6302806809171998,0.6132967531210575,0.2170486959319257,0.7070881245900205,0.184813487480203,0.1095524000502158,0.5800635305096884,0.19178775263921075,0.716148346648285,0.6033789001245371,0.7235506976360557,-0.12175299505896474,0.4542126497008046,0.5943350369346343,-0.023651196795774005,0.48355729939570946,0.4134471054068325,0.01182731087340951,0.2329445180581437,0.6008384174881559,0.5254140745358037,-0.228001212051282,0.6026183050218227,0.3276276981470664,0.46836573360037215,0.5393374164550474,1.0,0.24522764965702964
Parietal_Sup_R,0.07478347434902759,0.09463387195891006,0.14028255066833661,0.11197578216243233,-0.13770190158991033,0.1796829276008522,0.19992257364110674,0.2145181667691166,0.18124787673430212,0.08551173570191856,0.1884349182914571,-0.007172132087387222,0.02426096195433655,0.13886099604794142,0.02391054618242509,-0.07134043781246396,-0.04597031788674784,0.22396287300206624,0.0433946633278204,-0.007415654171580485,0.23669590558354048,-0.09577847937407727,-0.11296970227746458,0.14168591027092423,0.02155595111490817,0.3838231008348668,0.1676508388896873,0.26065001990111347,-0.00733447069696757,-0.011755724665767292,0.3275310626214241,0.1867473155950896,0.08862787247796385,-0.0292029975909444,-0.056773361380089746,0.12045870924362048,0.03388170666102052,-0.0015819329691330805,-0.14815850450139617,0.12245726558209369,0.23851062183697463,0.12440705225954919,0.19306486628557945,0.24522764965702964,1.0
