,SupraMarginal_R,Vermis_3,ACC_sub_L,Parietal_Sup_L,Frontal_Inf_Orb_2_L,Vermis_7,Postcentral_R,Cingulate_Post_R,SN_pc_R,Occipital_Inf_R,Frontal_Sup_2_L,Cerebellum_3_R,Thal_MDm_L,Frontal_Med_Orb_L,Precuneus_L,SN_pr_R,Thal_IL_R,Paracentral_Lobule_L,Frontal_Med_Orb_R,Precentral_L,Temporal_Pole_Mid_R,ACC_pre_R,Thal_PuM_L,Thal_AV_L,Frontal_Sup_2_R,Occipital_Inf_L,Fusiform_L,Frontal_Mid_2_R,Rolandic_Oper_L,Cerebellum_3_L,LC_L,Heschl_R,OFClat_L,Raphe_M,OFCant_L,Thal_PuA_L,Cerebellum_Crus2_R,VTA_R,Fusiform_R,Frontal_Sup_Medial_L,OFCmed_L,Precuneus_R,Angular_L,Thal_PuA_R,Cerebellum_6_L
LC_L,0.0011882830839352217,0.009759892820528426,0.1992300171658355,-0.34286418329269963,0.31865169956880957,-0.2907167947156148,-0.008843166053988329,0.4280380622005981,0.2508584398097563,-0.48233269258488837,0.27360851759660826,-0.03297632413470131,0.17552156666282392,0.10633666396509564,-0.06319548048395744,-0.24170861525818577,0.14982460601382377,0.11524313569854922,-0.04591386131728452,-0.1882379367518192,-0.27425766922971206,0.39552036587830314,0.5853184191952598,0.12352621752240708,0.4048567976254905,-0.33293606308760704,0.2744622204068125,0.4530457345229531,-0.021792896031995596,0.5078590125965063,1.0,-0.10044233854323005,0.5495327681002987,-0.43717465870708494,0.4127241104641234,0.2685160424073681,-0.29149872208551963,0.3497087430236692,-0.11125529368920173,0.15422922753795065,0.11535016354387971,-0.07892796278877097,-0.3874820794457264,-0.05261348734324699,0.32765911643637663
Heschl_R,-0.6189687047920792,0.5075588808677666,0.2646804582708631,0.2196722608086423,-0.14795375642677175,0.37173082659164325,-0.6881213166097015,0.2807933599171347,-0.021703892179490654,0.41565527015587705,0.3788290560402129,0.5919892861965084,0.1889925437349764,-0.026364128605325002,0.19573149305550155,0.2474196833082897,0.7106350986844531,0.20054846369095736,-0.14736923104964003,0.5173472312037597,0.062370306672126966,0.35773663367927994,-0.23907964418039016,0.10935821997798259,-0.3523207529815845,-0.3203648277966984,-0.522029873563034,-0.312974344830311,0.41798220891003546,-0.0485906562097146,-0.10044233854323005,1.0,-0.4930174718344738,0.10627370587386872,0.26005902297311717,0.0668569010351657,0.34309213512244113,-0.16822679286931538,0.5143411468006671,0.29309773268072686,-0.21177338036598795,-0.20681464348331108,0.2683596481497379,0.46573056162482634,-0.2298689110160047
OFClat_L,0.4750423224565191,-0.12252717730985122,0.1599087994150921,-0.07529618733120175,0.6834578465187088,-0.4954028617994085,0.4776429787052708,0.20390525996229825,0.2791429964196447,-0.8095813463945097,0.3342580977583326,-0.15652829989163985,-0.016589620983198956,0.18897884596891434,0.23469364145113555,-0.17303366107811413,-0.1237887472771437,0.2781386522439955,0.1213283011871858,-0.30768533535560294,-0.33867810994483066,0.4518095138827641,0.5701550012922454,0.05028652640767147,0.5732564705519527,-0.24833219200545478,0.4827173539681813,0.5404859740530654,-0.13089565836334932,0.5185019045807556,0.5495327681002987,-0.4930174718344738,1.0,-0.47458229250849204,0.5419193735911999,0.2244908026761703,-0.6010779593832619,0.5430703794781794,-0.33517116087788923,0.30773331391806946,0.2776761400932506,0.33629044054922347,-0.2642955178822652,-0.17684550747102382,0.4301321571413155
Raphe_M,-0.11233204737855777,0.0737266941583509,-0.522479363505189,0.20394121713010982,-0.48060797473920375,0.511405033850663,-0.028204345825956677,-0.29276127074708974,-0.14589147377763564,0.663662385548979,-0.14754328352206028,0.06236849835478558,-0.12476936790360879,-0.01809956315244161,0.07036035618273091,0.27271875808894225,0.12191921576425668,-0.1540608033487218,-0.22233732528551312,0.12292930735812657,0.22831443903600765,-0.30774508465052275,-0.2659433384912121,0.019543510527600932,-0.1708995742948033,0.6786198004627035,0.08093045441344451,-0.5149084458596688,0.09654108169835038,-0.10395643623156245,-0.43717465870708494,0.10627370587386872,-0.47458229250849204,1.0,-0.5288399665187389,0.014873998315539072,0.5919072504024667,-0.599363492076846,0.1552705386957769,0.07398267396350833,0.20330084933163617,0.05081595455841948,0.416892658675779,0.20238174774747486,0.1113424453874563
OFCant_L,-0.028682642094342733,0.21507489815694308,0.5753229764458728,0.19199308331005785,0.5424963505180594,-0.2626872724816658,-0.10511614277587843,0.3304532858915145,0.22867059945861906,-0.47853863641249333,0.6569462748800776,0.3218020808777236,0.06954388773745052,0.33439831949400745,0.39339914971266116,0.1325163898110041,0.3609394532312301,0.4845268303127912,0.07153194166169587,0.14611942797264368,-0.3842253136056335,0.7860227319698547,0.2088365377999982,0.006768964120059418,0.2189330000410136,-0.7072939551019017,-0.18343893248639892,0.31037569015066385,0.03515543602651558,0.333214938075608,0.4127241104641234,0.26005902297311717,0.5419193735911999,-0.5288399665187389,1.0,0.06872788691806385,-0.38356440473527526,0.4089169772826948,0.07952982782641299,0.47738133598818344,0.08358399177921585,0.171197527205287,-0.05470719352771171,0.13997229588633184,0.047369023797555795
Thal_PuA_L,0.035080064032736336,0.20485794611764246,-0.15738660331605034,-0.15020080079469425,0.1384290761822625,0.12200362215566471,0.11182955357933337,0.38787441007069406,0.12614567478444327,-0.12986180311237727,0.19805704013994793,0.06487111901122226,0.5547301706044622,-0.056594976267816045,0.035901347028013994,0.044553466014496244,0.33360091168544587,0.008442509165925394,0.0927590466155791,-0.07754894389710605,0.189460653386792,0.15295186500658478,0.35917829809792556,0.5787703648492005,0.3517567926113036,0.14118738530393604,0.20662088023260577,0.24219047092948653,0.1953609120543958,0.36131043642175603,0.2685160424073681,0.0668569010351657,0.2244908026761703,0.014873998315539072,0.06872788691806385,1.0,-0.05696978463470815,0.05488064492255867,-0.02166733025557369,0.20444832162470028,0.1172399630722831,0.05560518918823988,0.07782817491502195,0.48545302038853183,0.3202346947953281
Cerebellum_Crus2_R,-0.3955658131379191,0.259752821939168,-0.11259880518756105,-0.10934011851419483,-0.4408378470286357,0.6735863214048287,-0.4533337100334463,-0.14259269002885608,-0.2741887083203548,0.8854073830181876,0.03120075468913337,0.14745766167678348,-0.09529002377830399,-0.12035188244117732,-0.1164668114575667,0.08299864699977041,0.2689298957228383,-0.12473254143337018,-0.22488544022413243,0.2631652262794482,0.36524337680677915,-0.2165258090981174,-0.16324035273933996,-0.0027073265193829827,-0.12304550453758804,0.4787049423397668,0.03976225275595978,-0.3923025424884575,0.18662251051432277,-0.07790169636599228,-0.29149872208551963,0.34309213512244113,-0.6010779593832619,0.5919072504024667,-0.38356440473527526,-0.05696978463470815,1.0,-0.6508737437416157,0.5502370112506509,0.039600209677540646,0.0314084820227811,-0.36596564089339584,0.13934806814476405,0.18115650459849109,0.04886722102475679
VTA_R,0.15722607871653152,0.1413323818216579,0.27391388071332007,-0.1015247932122487,0.6112435431686206,-0.39067455027979975,0.13603311936371335,0.3343442907946688,0.0014436127378631353,-0.7028149723318463,0.13944205844031898,-0.013388167447761714,0.18001762545889405,-0.0036441960689649854,0.05274042129117408,-0.2992425557863231,-0.09260709425120413,0.1290239149331107,0.4029010601570158,-0.18773924823655638,-0.17712810151182623,0.3092518338971383,0.24100250396979142,0.014505350182358675,0.1971419168717665,-0.5162687086725819,0.09889417861455221,0.428191930563054,-0.019307240598714862,0.30507226936252696,0.3497087430236692,-0.16822679286931538,0.5430703794781794,-0.599363492076846,0.4089169772826948,0.05488064492255867,-0.6508737437416157,1.0,-0.23465215767518177,0.04766252434429298,-0.10157447424672257,0.0640633547048303,-0.2825768699749412,-0.18220030113397404,0.14394023677026255
Fusiform_R,-0.2884384306832309,0.4294463829987301,0.12883439294378776,0.22939717570774337,-0.003800327852251688,0.4527437358252041,-0.4087098804786921,0.20942966401663346,-0.08042771810921005,0.4850676605204497,0.37209920619141895,0.5292612145456664,-0.021405815777201683,-0.12427549631180713,0.33201169688306575,0.15205575574320346,0.48071326350970994,0.34908188069748963,-0.13686527904056195,0.604612987540178,0.014466455859566477,0.1415407269642905,-0.11742402929324121,0.07378818630895984,-0.12952468217494587,-0.022289218873269234,0.043376545194696296,-0.21045050693808,0.5723014195809786,0.07873582454237985,-0.11125529368920173,0.5143411468006671,-0.33517116087788923,0.1552705386957769,0.07952982782641299,-0.02166733025557369,0.5502370112506509,-0.23465215767518177,1.0,0.2569851640833352,-0.02156290687991405,0.02208470254809983,0.24879521977045688,0.3048234529876825,0.18649715197634056
Frontal_Sup_Medial_L,-0.21109245361209555,0.44406950932771105,0.17824421209436703,0.4560100708516118,0.31173245528108423,0.12618832642936226,-0.1463043562881703,0.17079657276405322,0.116732606648146,-0.10402454355796688,0.8242742376229463,0.461252940550102,0.02785916591959181,0.2790370204650979,0.6741671638769784,0.050728126356029,0.5352481469769933,0.48813335519113704,-0.013829778381981307,0.48293284136097037,-0.18522603692798334,0.7466010969625105,0.03259369861589571,0.08052780912975643,0.2732643256303136,-0.19709690657397017,-0.03670505284129702,-0.1518102655768777,0.2686391016561279,0.39887645843246106,0.15422922753795065,0.29309773268072686,0.30773331391806946,0.07398267396350833,0.47738133598818344,0.20444832162470028,0.039600209677540646,0.04766252434429298,0.2569851640833352,1.0,0.22008947795558542,0.3225876865139668,0.4455499776197907,0.3037181110693802,0.21574543902552837
OFCmed_L,0.19832847035177828,-0.2227178930526419,-0.21338486494051412,0.003511636738520681,0.0650578752193002,-0.046495014917917805,0.25253787479013645,0.06637946676041301,0.0018761073759754842,-0.08143332983957208,0.13523240392956634,-0.12506854039350843,-0.12265411525955523,0.11083097231497398,0.15845603778167486,0.1971044417136853,0.056717729765000544,0.10643726669529593,-0.16076090640761714,-0.0796107906220635,-0.16560681497739765,0.08371472229316002,0.12333828415718477,0.029686787230773146,0.32341379600017794,0.17013022690414858,0.23827570208367474,0.12211092777137872,0.046074071533682946,0.09382000694623162,0.11535016354387971,-0.21177338036598795,0.2776761400932506,0.20330084933163617,0.08358399177921585,0.1172399630722831,0.0314084820227811,-0.10157447424672257,-0.02156290687991405,0.22008947795558542,1.0,0.19921064782562306,0.02419430060581278,0.08827278170572064,0.27150656688597297
Precuneus_R,0.6264649659650036,-0.02140046612544086,-0.09206817497068326,0.7423680636667507,0.31369565221007095,-0.3133650404061242,0.6628509891528982,-0.028502326193986637,0.16319201314681192,-0.32275874878193234,0.2890306517867198,0.17667407792175782,-0.12154001654516808,0.1678619723236015,0.7276588170240491,0.08810047113233277,-0.0122184078180599,0.6108696742358154,0.05500828518714351,0.2543011740152868,-0.31549358056094373,0.14381363928751575,-0.10431445151476654,0.032286034078807466,0.24965577069617617,0.02686588717391313,0.16172149749155337,0.07468419807137909,0.3304975534323246,0.10306822220811193,-0.07892796278877097,-0.20681464348331108,0.33629044054922347,0.05081595455841948,0.171197527205287,0.05560518918823988,-0.36596564089339584,0.0640633547048303,0.02208470254809983,0.3225876865139668,0.19921064782562306,1.0,0.4911383283855434,0.15975714304893146,0.11915644422581838
Angular_L,-0.13044222560602958,0.20457838378757018,-0.13008279136669862,0.7832302787092218,-0.13874164313319956,0.2702719846470851,-0.007961252449165856,-0.22136748995737718,-0.04317381861222199,0.2602511102723617,0.30303662543305565,0.36110715055740866,0.06166600439514414,0.0890201376848211,0.6361669568831688,0.20428621312157663,0.29394020765880785,0.3739119055042902,0.08650394644602356,0.6482934272378192,0.009037266342942392,0.10456581777561776,-0.5546258949479699,0.13504987139027885,-0.1777128339646287,0.20331593897100042,-0.2902195988771583,-0.47361838997107364,0.3351313604073401,-0.15909376483761625,-0.3874820794457264,0.2683596481497379,-0.2642955178822652,0.416892658675779,-0.05470719352771171,0.07782817491502195,0.13934806814476405,-0.2825768699749412,0.24879521977045688,0.4455499776197907,0.02419430060581278,0.4911383283855434,1.0,0.3613698904057054,-0.13732350356756537
Thal_PuA_R,-0.09854444518600468,0.3455082840496417,0.007872792402812034,0.2550900106665668,-0.08771737074099847,0.3393662723216153,-0.0832900553361056,0.2952817046673031,0.04611787512771986,0.21700346887311578,0.35749010818898996,0.39263391951944115,0.4206716486628596,0.051820464246859356,0.2959646005372622,0.27883539959445736,0.5629596009789687,0.2303420726755937,0.09901453642769488,0.3179521756132038,0.17485625158708804,0.23311988874164866,-0.06443994620508411,0.32209059596258877,0.1350357510267702,0.0326129867634126,-0.15679949416163078,-0.03239414963647276,0.3755440559578641,0.12302427254156255,-0.05261348734324699,0.46573056162482634,-0.17684550747102382,0.20238174774747486,0.13997229588633184,0.48545302038853183,0.18115650459849109,-0.18220030113397404,0.3048234529876825,0.3037181110693802,0.08827278170572064,0.15975714304893146,0.3613698904057054,1.0,0.11541864281208591
Cerebellum_6_L,0.2059048027358255,0.17768541694543888,-0.16785909521333325,-0.15996423949566738,0.2709796699142224,0.34515582794350547,0.21074340250761786,0.3054812981071929,0.09747986515008991,-0.18342763801013223,0.2561996553367568,-0.00249648172189268,0.17487982165242721,-0.0511682211302985,0.20739993520905406,-0.11029870599449225,0.13355830370785787,0.1752152328421681,0.035744699685188175,-0.1580119136124331,0.05819426188302354,0.08244234933197545,0.3827753330721951,0.2423803961041937,0.4422215861508575,0.29348220331871844,0.7787803969669601,0.24438738693752407,0.15752731099483214,0.559109277483832,0.32765911643637663,-0.2298689110160047,0.4301321571413155,0.1113424453874563,0.047369023797555795,0.3202346947953281,0.04886722102475679,0.14394023677026255,0.18649715197634056,0.21574543902552837,0.27150656688597297,0.11915644422581838,-0.13732350356756537,0.11541864281208591,1.0
