,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Vermis_8,0.17771400059030704,-0.23306870642279645,0.57245360801228,0.5332303897432675,-0.15366681141466082,-0.4361079180942073,0.5039270447061369,0.14273830183780342,0.8329088421416901,-0.13743235182573488,1.0,0.19613186727448229,0.038265532298463405,-0.43115904466130206,0.6804028174794283,-0.21566302743121596,0.2523732690926896,-0.2021027835215838,0.2185073319093501,0.14422233283819416,0.3817428265317861,0.11459908882956053,0.4171193430827037,0.05493631584679944,0.821485022173044
Thal_AV_L,0.3175597044655177,-0.33264990269150857,0.07351826727945479,0.16955514045569967,-0.18477750881408456,-0.08665997706395796,0.2288252813720191,-0.020137585820163027,0.17082655549512685,0.21016743033860383,0.19613186727448229,1.0,0.5102693071980966,0.00872414137278106,0.2812270777270879,-0.11829826918073029,0.24709722697001454,0.10910979601470581,-0.0034257626106906853,0.1357697926414406,0.15532597929354908,-0.17475367514702347,0.0979750522150642,0.15195637067328907,0.2140618736204233
Thal_MGN_L,0.18739237128064112,0.014298947898254147,0.1365114517352542,-0.012582485433633097,-0.010271228263638209,0.03596909684486228,-0.04791134768062599,0.051332281769302546,0.02352215696231774,0.35544743478763496,0.038265532298463405,0.5102693071980966,1.0,0.05260783624670442,-0.13845121238816702,0.27890327097619466,0.051099113789430835,0.1508938128573601,-0.06910368877129582,-0.014521245478328481,-0.13838538949681736,-0.005392086282094355,-0.057635646222016355,-0.012624675849025673,-0.11018249908876952
Paracentral_Lobule_R,0.5065626066011266,-0.24715183983532035,-0.6750615440612773,0.03631200630258873,0.11041098733892661,0.7445507645082088,0.08099717023826149,-0.1635631904772722,-0.6300693424601075,0.7658190003591591,-0.43115904466130206,0.00872414137278106,0.05260783624670442,1.0,-0.01348345357590052,0.13827064561851746,0.2633010394915248,0.2753772151794841,0.11444234191879968,0.5004331196138786,0.14672065805474382,-0.0470220257618597,-0.0364845861114393,0.6843759533989531,-0.48782987612469353
Vermis_9,0.477561155634754,-0.549567711614525,0.17346319270063393,0.4792551420833122,-0.28204812122505746,-0.19667064073615687,0.5827303060827329,-0.04479066369257223,0.4646986389210261,0.11005259164706743,0.6804028174794283,0.2812270777270879,-0.13845121238816702,-0.01348345357590052,1.0,-0.47757335137255064,0.4769781252584239,-0.20363571001594094,0.29078460903245984,0.2757474468468471,0.707076361500881,-0.1639595514066202,0.35358069540488246,0.33753256423387246,0.7778870739000799
Amygdala_R,-0.21779525732060026,0.6873205414656116,0.18848967266898825,-0.23803982083535863,0.5524316225737591,0.2956780386098299,-0.4085216771196237,-0.13646933090022373,-0.14768431724673578,0.2863625423496248,-0.21566302743121596,-0.11829826918073029,0.27890327097619466,0.13827064561851746,-0.47757335137255064,1.0,-0.14118300927397223,0.3594941588809057,0.2717167267615406,-0.1041239896852071,-0.5581517734503268,0.5617878393211786,0.07738927462438173,-0.15618534208996412,-0.45874577652104376
Temporal_Sup_L,0.40753838698530737,-0.3849520412755227,0.15770586262554792,0.22151249603142037,-0.06283111855923909,0.3332120704782575,0.219527416228326,-0.3095036546139972,0.04556273167280561,0.33098176269791757,0.2523732690926896,0.24709722697001454,0.051099113789430835,0.2633010394915248,0.4769781252584239,-0.14118300927397223,1.0,0.050385706577606944,0.5299035999156756,0.3735389761117169,0.39204442486035224,-0.08567098340320238,0.5452042932392653,0.4838112901244062,0.3361673687300182
ACC_sup_R,0.014282087828477537,0.2346262589679703,0.022458379266947423,0.19302261614485358,0.4640262777514655,0.26752717438168144,-0.10387866643015939,-0.0704681152893178,-0.1191973773012879,0.15616533754663398,-0.2021027835215838,0.10910979601470581,0.1508938128573601,0.2753772151794841,-0.20363571001594094,0.3594941588809057,0.050385706577606944,1.0,0.18247630652827723,-0.002380584831921045,0.012593685252386773,0.41712474659903626,0.39141531273358476,0.03978652937235662,-0.2845212482601835
Thal_MDm_L,0.22003220435409046,0.13058651676879018,0.3267945681606863,0.28463930470722304,0.18589985942510676,0.2021820155733097,0.18886727944288365,-0.15361994389825692,0.15790277848057332,0.3178412869684584,0.2185073319093501,-0.0034257626106906853,-0.06910368877129582,0.11444234191879968,0.29078460903245984,0.2717167267615406,0.5299035999156756,0.18247630652827723,1.0,0.18643892226375183,0.11246019026257817,0.176440443179342,0.47131389205802043,0.21014327492804186,0.22488379278720239
Precentral_L,0.612352485742074,-0.42138842395769677,-0.1711896658858844,0.5322144086003896,-0.033998206720389466,0.29903462871012865,0.6659962423474881,0.16874803075159395,0.11986341087073205,0.5600483391836073,0.14422233283819416,0.1357697926414406,-0.014521245478328481,0.5004331196138786,0.2757474468468471,-0.1041239896852071,0.3735389761117169,-0.002380584831921045,0.18643892226375183,1.0,0.31614024679159325,0.03130856137289841,0.23746270124935273,0.9365255392499634,0.0394076553947019
Raphe_D,0.5042310610254057,-0.6351578682399843,-0.047463885813262115,0.5205327632513249,-0.27147469342261743,-0.12221550732487016,0.5176853045191894,0.008425914000456898,0.2943667122823766,0.13845343740469068,0.3817428265317861,0.15532597929354908,-0.13838538949681736,0.14672065805474382,0.707076361500881,-0.5581517734503268,0.39204442486035224,0.012593685252386773,0.11246019026257817,0.31614024679159325,1.0,-0.15817979169114962,0.35751113633177406,0.41558082559075626,0.5953818321224085
Frontal_Inf_Orb_2_R,-0.052678442271880774,0.47228124995721665,0.3411415041521948,0.3130999257299535,0.5222690910734341,0.2346942957268637,-0.08962621119771147,-0.047757367925118796,0.23127986136378947,-0.049380643507411164,0.11459908882956053,-0.17475367514702347,-0.005392086282094355,-0.0470220257618597,-0.1639595514066202,0.5617878393211786,-0.08567098340320238,0.41712474659903626,0.176440443179342,0.03130856137289841,-0.15817979169114962,1.0,0.5896874314771082,-0.06937588968629994,-0.03517582053654363
Insula_L,0.25910916114095395,0.016370564959268866,0.45249201210024603,0.5565735552808398,0.2981506331874092,0.17095851029273357,0.2054117036418283,-0.22920414414357787,0.4083717153933223,0.008274999439461857,0.4171193430827037,0.0979750522150642,-0.057635646222016355,-0.0364845861114393,0.35358069540488246,0.07738927462438173,0.5452042932392653,0.39141531273358476,0.47131389205802043,0.23746270124935273,0.35751113633177406,0.5896874314771082,1.0,0.2124017142342763,0.42735322014910965
Postcentral_L,0.6838990079641921,-0.4936378526927357,-0.3249688352238246,0.4323912958635292,-0.09579914248996342,0.4170161341993502,0.6055931486223831,0.0496279375765605,-0.055815987251481014,0.6502923910067374,0.05493631584679944,0.15195637067328907,-0.012624675849025673,0.6843759533989531,0.33753256423387246,-0.15618534208996412,0.4838112901244062,0.03978652937235662,0.21014327492804186,0.9365255392499634,0.41558082559075626,-0.06937588968629994,0.2124017142342763,1.0,-0.006165551974225331
Vermis_7,0.2060103490819759,-0.36223517148751233,0.5196900549012972,0.4967614093697631,-0.29851796960851945,-0.4896586515195114,0.4854747266794503,0.011349588921460211,0.769132693074651,-0.2455979939525138,0.821485022173044,0.2140618736204233,-0.11018249908876952,-0.48782987612469353,0.7778870739000799,-0.45874577652104376,0.3361673687300182,-0.2845212482601835,0.22488379278720239,0.0394076553947019,0.5953818321224085,-0.03517582053654363,0.42735322014910965,-0.006165551974225331,1.0
