,LC_L,Thal_IL_L,Temporal_Mid_R,Caudate_L,Temporal_Mid_L,Temporal_Pole_Sup_L,OFCmed_L,Amygdala_L,Thal_PuM_R,Temporal_Pole_Mid_L,Thal_PuI_L,Putamen_L,Rectus_R,Thal_VA_L,Hippocampus_L,ACC_pre_R,Pallidum_R,Cerebellum_6_R,Thal_VPL_R,Precuneus_L,Postcentral_L,Frontal_Sup_2_L,Cerebellum_Crus1_L,Cerebellum_8_R,VTA_L,Thal_IL_R,Thal_LGN_L,Lingual_L,Frontal_Inf_Orb_2_R,OFClat_L
Thal_PuI_L,0.6522024263834262,0.4221053980137137,-0.45154886573626124,0.6911139508535692,0.3535758114873865,0.35566674778763496,0.6174688226573863,0.6895849672913574,0.2838437619788559,-0.22494448773418,1.0,0.6077391286884365,0.6354330032156753,0.5815608714999924,0.5594036557554084,0.40814483691456105,0.43078334571006716,-0.422239838948284,-0.1694862368436989,-0.149678512836842,-0.4350237338357064,-0.029141680278081,-0.48571010537391895,-0.48269225771647617,-0.08446285808675189,0.5709685832630779,0.2949517361303298,-0.3099815117231426,0.19872649883422858,0.353265065666725
Putamen_L,0.47339076497499466,0.21763454414115554,-0.06826042415859236,0.7757404674388764,0.1817987175154568,0.47811202239891804,0.5944166390604122,0.6999142966759865,0.4624445045283568,-0.019354301192587166,0.6077391286884365,1.0,0.5565930148779357,0.5847151765114484,0.6234856143454105,0.6635331361435267,0.7935642238045904,-0.14285545163532876,-0.11459041203137028,-0.3653403681666405,-0.3055545459254828,0.368830256906696,-0.30436407391335646,-0.20373969120944205,0.15902538249838977,0.7062873439831252,0.4123446472585825,-0.07903003604638474,0.7193849868513985,0.509270235625702
Rectus_R,0.7849390738955186,0.021746144382954316,-0.42039341672512015,0.6042000781062299,0.11503852016845845,0.15656735914051562,0.9031574324832831,0.7461027486279999,0.22332896024947452,-0.407664157289649,0.6354330032156753,0.5565930148779357,1.0,0.4710909482382072,0.5092209730751851,0.5316048633884193,0.5050748190095028,-0.5956748424836393,-0.4486706382657103,-0.12887897160639464,-0.48167546797033517,0.014934603882221224,-0.7393461032972798,-0.6587978421571407,-0.2100549767853823,0.7445152075893493,0.12239902460533453,-0.5571292271954535,0.24432346518760775,0.31493810431835334
Thal_VA_L,0.2628649498530853,0.42853969353890625,-0.18547473426568528,0.6547789719061342,0.34292225493438483,0.4913465528154382,0.590792547126407,0.5556853063632143,-0.013238682049151483,0.0719680058988633,0.5815608714999924,0.5847151765114484,0.4710909482382072,1.0,0.1756665694778823,0.21267044125418802,0.32008464991929325,-0.11748821642164473,-0.26182701565026234,-0.603624659933769,-0.6167568997040601,-0.2092317629342048,-0.3436276094545447,-0.21220359458734656,0.0970331274624721,0.34708461509593264,0.5044177337638152,-0.13616265646613182,0.34573521762452436,0.22164658175034388
Hippocampus_L,0.5413696958743118,0.2978396592183248,-0.2768508146360083,0.6766507932797388,0.35095162045494116,0.2510429570702691,0.3717856168732348,0.6009687040288977,0.6040009410172043,-0.14752407382666724,0.5594036557554084,0.6234856143454105,0.5092209730751851,0.1756665694778823,1.0,0.6298915086189814,0.4949144447671609,-0.24299373260430443,-0.014575245310641565,0.16319411867576186,-0.01949668159615147,0.43145673323234346,-0.22910154687842035,-0.2989457058813511,0.0348094953648533,0.4670032106436545,0.23774830830590862,-0.04864232733357099,0.32170135679248735,0.44634645153112
ACC_pre_R,0.46395279346841073,-0.008737132850997672,-0.09209124130150366,0.5061633815071837,-0.06976899805023734,0.059476810730837555,0.491038581934624,0.5773098567209816,0.48812777051220135,-0.27180077852687445,0.40814483691456105,0.6635331361435267,0.5316048633884193,0.21267044125418802,0.6298915086189814,1.0,0.6161498851059565,-0.28980035192059417,-0.19798593510458537,0.07082165428395244,-0.13380882970633798,0.47703159074545537,-0.34109875683418117,-0.3093464380934529,-0.02653236745682298,0.6397181360615827,0.3504254067052627,-0.24908205871426461,0.5991409391430297,0.5347995473388104
Pallidum_R,0.4691470400773482,-0.032500677107446474,0.042694036376252346,0.4918292269757494,-0.17300269844968627,0.14483718685173108,0.5470929880089145,0.5997276257729134,0.5089019298637647,-0.21665135541680042,0.43078334571006716,0.7935642238045904,0.5050748190095028,0.32008464991929325,0.4949144447671609,0.6161498851059565,1.0,-0.18798944264454087,-0.11208374196864417,-0.1621696579645813,-0.15311387346083316,0.40826888328647504,-0.3247667636060789,-0.22257157444564973,0.004929977314389788,0.7465633469984954,0.3485508125274604,-0.17536520384571766,0.6286208265686034,0.44817592024177305
Cerebellum_6_R,-0.6410743842449115,-0.10575274339199017,0.8576247146195307,-0.16282275552321307,0.17476444473956648,0.3722255791235222,-0.5134884707005439,-0.6238827268525798,-0.2400621553116726,0.851171236470062,-0.422239838948284,-0.14285545163532876,-0.5956748424836393,-0.11748821642164473,-0.24299373260430443,-0.28980035192059417,-0.18798944264454087,1.0,0.71814745469827,-0.36004691116853155,0.19649217822730888,0.20117406899386517,0.7537871032534956,0.9458839553321324,0.7231049678409617,-0.5996061112015572,-0.07707889576942302,0.881519386798815,-0.044099286688529964,-0.2935522988564932
Thal_VPL_R,-0.46351849968390113,0.09285970333636061,0.5885154738176656,-0.044605885569968605,0.25505499891216665,0.3692943039392822,-0.46239172413736834,-0.4264551716204434,-0.04206989830575587,0.6472598060031548,-0.1694862368436989,-0.11459041203137028,-0.4486706382657103,-0.26182701565026234,-0.014575245310641565,-0.19798593510458537,-0.11208374196864417,0.71814745469827,1.0,-0.042548250432642654,0.3553914934793989,0.3468166910653138,0.7444756016324172,0.7546099896830414,0.5660513158324754,-0.45337787840273774,-0.12892125862927498,0.7769099395319597,-0.14074072942871726,-0.10148579250181095
Precuneus_L,0.06587754092527841,-0.022461991952455317,-0.3193417785744478,-0.3005890592443146,-0.2385995487138383,-0.6253882057306989,-0.3095915755721798,-0.05688787891646753,0.2626258181984016,-0.530169148876378,-0.149678512836842,-0.3653403681666405,-0.12887897160639464,-0.603624659933769,0.16319411867576186,0.07082165428395244,-0.1621696579645813,-0.36004691116853155,-0.042548250432642654,1.0,0.660177470392624,0.2663767749752741,0.06368670086948372,-0.28545999050503884,-0.5092011917547373,-0.05115469884047618,-0.1831254115640606,-0.16849566051169168,-0.18816100991310394,0.023031261528038686
Postcentral_L,-0.370755257040914,-0.06114182853231724,0.16903923433816775,-0.30803639718783976,-0.2569845282180928,-0.41179780380905784,-0.6106365443422791,-0.38638008309283717,0.17416405486322048,-0.04074875063194787,-0.4350237338357064,-0.3055545459254828,-0.48167546797033517,-0.6167568997040601,-0.01949668159615147,-0.13380882970633798,-0.15311387346083316,0.19649217822730888,0.3553914934793989,0.660177470392624,1.0,0.6130621645352688,0.4995413768034517,0.3149834335239582,-0.1232010448478046,-0.2837702281204731,-0.22500152433827822,0.27484145720236897,-0.06937588968629994,-0.09579914248996342
Frontal_Sup_2_L,-0.031370109122012116,-0.05995910149942879,0.30486523212913635,0.26733636414623746,-0.08393146094473941,0.021525048260687137,-0.07801890980355453,0.09072517625257918,0.4816930868278724,0.06027507357415691,-0.029141680278081,0.368830256906696,0.014934603882221224,-0.2092317629342048,0.43145673323234346,0.47703159074545537,0.40826888328647504,0.20117406899386517,0.3468166910653138,0.2663767749752741,0.6130621645352688,1.0,0.28279555164931086,0.2528912181406994,0.16582920881893687,0.21932995597655716,-0.0006045660177715431,0.2593558175583172,0.3818767262825666,0.24399066204525105
Cerebellum_Crus1_L,-0.7715408128463582,0.09975712991337948,0.5486577429638411,-0.2917752572403403,0.12759842207887875,0.1829422264785835,-0.7447688419933923,-0.612190369227573,-0.0951606028467014,0.6620469535000151,-0.48571010537391895,-0.30436407391335646,-0.7393461032972798,-0.3436276094545447,-0.22910154687842035,-0.34109875683418117,-0.3247667636060789,0.7537871032534956,0.7444756016324172,0.06368670086948372,0.4995413768034517,0.28279555164931086,1.0,0.8232682973758175,0.44029502639806745,-0.6359398408808672,-0.16141610655889876,0.7992980169762246,-0.08741894461119498,-0.2705045394427922
Cerebellum_8_R,-0.7175960963773786,-0.12332828286195069,0.8237212021609601,-0.27156697793570095,0.047314565539566845,0.2999461255177889,-0.5941395378410261,-0.6616812601445826,-0.22313027332982915,0.8059139961791456,-0.48269225771647617,-0.20373969120944205,-0.6587978421571407,-0.21220359458734656,-0.2989457058813511,-0.3093464380934529,-0.22257157444564973,0.9458839553321324,0.7546099896830414,-0.28545999050503884,0.3149834335239582,0.2528912181406994,0.8232682973758175,1.0,0.6217698236182355,-0.6122038226013026,-0.11095555585683466,0.822486684770465,-0.03981657709363091,-0.23685553216115107
VTA_L,-0.28527960885280873,-0.018332267809425734,0.6375890271470207,0.19993332915557813,0.4200288956983945,0.6403608904844261,-0.1059359432864281,-0.30269373674527267,-0.1337145428233159,0.7997167971848861,-0.08446285808675189,0.15902538249838977,-0.2100549767853823,0.0970331274624721,0.0348094953648533,-0.02653236745682298,0.004929977314389788,0.7231049678409617,0.5660513158324754,-0.5092011917547373,-0.1232010448478046,0.16582920881893687,0.44029502639806745,0.6217698236182355,1.0,-0.30467128644546165,-0.06125246078666535,0.6770641914000606,-0.01171250435942618,-0.207994132617513
Thal_IL_R,0.6947149091168519,0.03583346149285916,-0.3611004902561954,0.5006330606568263,-0.19936095886585067,-0.029883866808434675,0.7270987867081398,0.7869553810951916,0.4611031923207069,-0.552115486032902,0.5709685832630779,0.7062873439831252,0.7445152075893493,0.34708461509593264,0.4670032106436545,0.6397181360615827,0.7465633469984954,-0.5996061112015572,-0.45337787840273774,-0.05115469884047618,-0.2837702281204731,0.21932995597655716,-0.6359398408808672,-0.6122038226013026,-0.30467128644546165,1.0,0.24113657503233055,-0.610265882938403,0.512095870576143,0.4781963091773328
Thal_LGN_L,-0.01867554884708754,0.3419652382784696,-0.058190637977536826,0.31071371008478377,-0.06278612772300354,0.027916726656890014,0.22381574247350128,0.4528330703785997,0.08278245802479582,-0.13669159917513393,0.2949517361303298,0.4123446472585825,0.12239902460533453,0.5044177337638152,0.23774830830590862,0.3504254067052627,0.3485508125274604,-0.07707889576942302,-0.12892125862927498,-0.1831254115640606,-0.22500152433827822,-0.0006045660177715431,-0.16141610655889876,-0.11095555585683466,-0.06125246078666535,0.24113657503233055,1.0,-0.081241457772229,0.47905391459017305,0.5473049335232192
Lingual_L,-0.5646373896932277,0.04464730727398981,0.6905201592019072,-0.03847850746338794,0.38382914734351087,0.48019307963068486,-0.5389733540058264,-0.5246034069175792,-0.15217085065613925,0.8386484516200625,-0.3099815117231426,-0.07903003604638474,-0.5571292271954535,-0.13616265646613182,-0.04864232733357099,-0.24908205871426461,-0.17536520384571766,0.881519386798815,0.7769099395319597,-0.16849566051169168,0.27484145720236897,0.2593558175583172,0.7992980169762246,0.822486684770465,0.6770641914000606,-0.610265882938403,-0.081241457772229,1.0,-0.027019475214298948,-0.22828212441265128
Frontal_Inf_Orb_2_R,0.13140890436144026,0.061743336777369935,0.11752901315412698,0.3267869865842975,-0.19641980414783777,0.1410548770895028,0.32049539814620015,0.4403333759127894,0.3253465422013741,-0.07299387216731387,0.19872649883422858,0.7193849868513985,0.24432346518760775,0.34573521762452436,0.32170135679248735,0.5991409391430297,0.6286208265686034,-0.044099286688529964,-0.14074072942871726,-0.18816100991310394,-0.06937588968629994,0.3818767262825666,-0.08741894461119498,-0.03981657709363091,-0.01171250435942618,0.512095870576143,0.47905391459017305,-0.027019475214298948,1.0,0.5222690910734341
OFClat_L,0.2694475940115767,0.1355786602754991,-0.20161581895298997,0.30628211744103034,-0.09887825416179187,0.0624279748939077,0.30855718820033584,0.6201432147100449,0.33544874675218367,-0.32419265267791453,0.353265065666725,0.509270235625702,0.31493810431835334,0.22164658175034388,0.44634645153112,0.5347995473388104,0.44817592024177305,-0.2935522988564932,-0.10148579250181095,0.023031261528038686,-0.09579914248996342,0.24399066204525105,-0.2705045394427922,-0.23685553216115107,-0.207994132617513,0.4781963091773328,0.5473049335232192,-0.22828212441265128,0.5222690910734341,1.0
