,Temporal_Inf_L,Thal_IL_R,SN_pr_L,Cerebellum_10_L,Rolandic_Oper_L,Rectus_R,Frontal_Med_Orb_L,ParaHippocampal_R,Fusiform_R,Hippocampus_R,OFCmed_R,Fusiform_L,Caudate_L,Frontal_Inf_Tri_R,Precuneus_R,Thal_MGN_R,Occipital_Inf_R,Vermis_10,Thal_PuL_R,Frontal_Mid_2_L,Cingulate_Post_R,Temporal_Sup_L,Precentral_R,Occipital_Sup_L,Red_N_L,Precuneus_L,Thal_PuL_L,Amygdala_L,OFCant_L,Supp_Motor_Area_R,Cerebellum_4_5_L,OFCant_R,Parietal_Sup_R,Cerebellum_9_L,Vermis_6,Occipital_Mid_R,Rectus_L,SN_pr_R,Thal_LP_R,Precentral_L,Parietal_Inf_L,Temporal_Pole_Sup_R,Lingual_L,Heschl_R,Occipital_Mid_L,Cuneus_L,Occipital_Sup_R,Frontal_Inf_Oper_R,Cingulate_Post_L,Temporal_Pole_Sup_L,OFCmed_L,Frontal_Sup_2_R,ParaHippocampal_L,Thal_VA_R,Thal_MGN_L
OFCmed_R,-0.17906783067765442,-0.0958561624860235,-0.2501777947693562,-0.045260651216459544,-0.2121724353710989,0.3319038381699612,0.05146723997685684,-0.32397448046136373,0.1406090843817398,-0.13277620173182617,1.0,-0.21097345322538064,-0.1375525890074284,0.16544788163239746,-0.09051084333456262,-0.08745006806755927,0.12799152973198893,-0.2386549833506717,-0.176737491093374,0.030931960110427793,-0.13140842493793772,-0.19143982702326004,0.10529451806276581,0.20359560343978034,-0.3121363698252573,-0.02915940801795015,-0.17121503068317348,-0.23332159840228145,0.06138683576494895,-0.06925879789370658,-0.05298757734976461,0.06537095385660302,-0.03573351242390556,-0.19438524813434316,-0.03461941457259584,0.2617329074418007,-0.14645717047255644,-0.2583612514830472,-0.17493698834156787,0.11001273825865798,0.04626740462603384,0.4158894349461562,-0.002237868037172041,-0.19186288415253253,0.030221401332650055,0.23966604808694966,0.23610141308564317,0.13932515258014339,-0.13715524138844862,0.2556632660981207,-0.003274005618314015,-0.0005155068495970652,-0.4363864063477985,-0.12015291344687977,0.21285329174501966
Fusiform_L,0.153297310950172,0.25477709633817175,0.29147237810519455,0.3066714321344302,0.46590612844291834,0.0038821666298065813,0.002985969448537233,0.5183219554600901,0.31776206450824473,0.5222760295739282,-0.21097345322538064,1.0,0.5101383932679576,0.16354977468418222,0.2573153571259992,-0.022297930311758384,0.006927903907306987,0.1872864581771175,0.5530890756321861,0.25067426712178287,0.1373255402379899,0.30110068156091646,0.04688238813541349,-0.12426688423403937,0.6154223823587427,0.2670193068113059,0.2772952742605493,0.11064512749619422,0.2758645792844414,0.2612564470546184,0.33682906072658486,0.10758232391779814,0.24228836288612926,0.4089059197861766,0.2856584008511787,-0.08461980149728328,0.19881341372324057,0.5151792814070195,-0.005415875383274144,0.0977461040325524,0.2267094087625948,-0.17173846275698773,0.25351601143489855,0.22846980352440596,0.038759295452343384,-0.09576722965707263,-0.07518663850252738,0.19487135255444862,0.17144363183868291,-0.02244702262258483,0.07209511284360641,0.45196308162151133,0.5156745938837448,0.29866974943852875,0.3235241973712291
Caudate_L,-0.010558289727035838,0.4521499098302915,0.4216997575970943,0.22603223724522592,0.5552475557683165,-0.10769186566805283,0.14966201454380412,0.6643439231006861,0.3935173761692886,0.7186712051981892,-0.1375525890074284,0.5101383932679576,1.0,0.561254233048795,0.4748950172731412,0.13749119310396826,0.008485388359314333,0.27657381272850307,0.599216011761513,0.6736788385473265,0.32129777966774836,0.37496643523897744,0.3202035679045314,-0.372764137786704,0.7403862595345233,0.3092153773940797,0.43384878489078194,0.10468500894875007,0.1374591521738664,0.4721318265023239,0.3987010198679494,0.12442867704965475,0.2430653365214804,0.5593375780100267,0.3752394006185754,-0.29882211580996976,0.13983915940904712,0.6246844166340714,0.38361342032011514,0.4136968148573677,0.4350317919697375,0.15734491560267663,0.35999600445936103,0.6159188303989035,-0.28481556461171836,-0.24975438834409194,-0.280700520267938,0.5667183870337109,0.35699503168876,0.08319952546874743,0.3054627782428354,0.6351868524180495,0.5643429788610922,0.7397794225503521,0.10139624910084363
Frontal_Inf_Tri_R,0.03112230834839982,0.501927882772446,0.20060416983788154,-0.21303919165721044,0.21772321310068515,-0.057325368666042084,0.46951373783250744,0.320954502733465,0.5356908466054225,0.5141840191725198,0.16544788163239746,0.16354977468418222,0.561254233048795,1.0,0.556428603413074,0.3812561681717103,0.17286816110082584,0.1265273471490036,0.2539338466978289,0.7730850724425252,0.4656737083681996,0.2492461258142921,0.6787034403029423,0.036757732432488456,0.2286880894453921,0.48734034352725836,0.31142325880669397,-0.19787153847613323,-0.11696764627074852,0.5240148753403755,0.5122420565617178,-0.04803067877928938,0.29040442405343836,0.3225692023713396,0.07671862283173102,0.15641200661059237,0.08522875057105159,0.3289093480684958,0.3321848540328864,0.7058480945099269,0.5403324499267552,0.5917288779653885,0.4164556843615583,0.5809723788797149,-0.028322971999456218,0.21200254330907198,0.12492195490755376,0.7862167780364743,0.42008325044002204,0.21444072304458067,0.12930360847325423,0.5571726749876339,0.049092410064413526,0.5717433935500172,0.32775992322869263
Precuneus_R,0.07381401917406388,0.5556535527574481,0.2540148044112979,-0.04893349519295276,0.2523939443771921,-0.04135627262850684,0.2879146292125892,0.4120483587162546,0.5292238691712314,0.46347216063750246,-0.09051084333456262,0.2573153571259992,0.4748950172731412,0.556428603413074,1.0,0.3789338699605367,0.06228786546800019,0.1620831610080788,0.39216814716935106,0.7297193062155732,0.8644958251989825,0.49335658717611647,0.7974835375866812,0.13273775323816395,0.438609032864668,0.9097861455581645,0.387552372418073,0.004276751814427625,-0.09427515136501809,0.8194379512770412,0.5405384396817308,0.08746257761909476,0.7091378557527123,0.3627585997169783,0.17568115754039554,0.239974364803007,0.3409019520620235,0.43273564187875513,0.2041196056250033,0.7941635752201563,0.7429046421626454,0.24378765145815992,0.6040928320202633,0.4694684401221376,0.2711965891818989,0.38491679628523967,0.3227221840124603,0.7281724462722355,0.894875584072436,0.17883317039581315,0.10843477254290125,0.44026149689299937,0.35018499348116267,0.6680822571445943,0.25553131079221314
Thal_MGN_R,0.1682274329616584,0.506078327844305,0.18744886461988225,-0.24597940761895062,0.18381524956150247,-0.03371644215360262,0.1942947432819434,0.20531408051304173,0.36370280573438596,0.32786378217875506,-0.08745006806755927,-0.022297930311758384,0.13749119310396826,0.3812561681717103,0.3789338699605367,1.0,0.14023928630999283,0.10395510829574517,0.06575610817158131,0.43132367327227955,0.41777826244608574,0.22106947412713943,0.47320479093051476,0.06440395195492382,0.16277515450375044,0.4180009430741478,0.24249509269175273,-0.020712647411757008,-0.022704589477528164,0.4290272619917489,0.41590394843243617,-0.11796502269227313,0.16472589881176203,0.07220275651845562,0.011217936642784858,0.1440268812112086,0.1698099717080143,0.3181955161044347,0.307785542682979,0.47786641777016853,0.4142920754556025,0.2000986393673708,0.28217100948855395,0.35006502143924634,0.06328826537585219,0.21531972436781893,0.13430365009502043,0.37856449175685375,0.30556420699424086,0.05015436052881778,-0.0758397433385933,0.29774898183533804,0.13956489364902994,0.35438046538461887,0.24461248623780135
Occipital_Inf_R,0.04965822684719388,0.05679524881506181,-0.08241087647456294,-0.14057166534484988,-0.0036373558617980115,-0.030714369114423937,0.14552243462459233,-0.10282558342954293,0.12496698095364413,-0.030102739216342288,0.12799152973198893,0.006927903907306987,0.008485388359314333,0.17286816110082584,0.06228786546800019,0.14023928630999283,1.0,-0.23615642126018202,-0.04509494218442607,0.08692749762337422,0.07866343654548559,0.08890488298351128,0.1112056874166726,0.28433548047133833,-0.22258056674670612,0.14402394735770463,0.09926711371196252,0.13971142593269395,0.24376101133998632,0.0345033912869449,0.14543759234609535,-0.015241339629573449,-0.06513589546941811,-0.03683176008388702,0.07801165981965587,0.11565025049557348,-0.03330014683218499,-0.1055041817322898,0.09511326042078884,0.13651059896932555,0.09989766262812554,0.09782379157024926,0.012225606715198128,-0.03625746369553956,0.17689284485573048,0.30708314213232574,0.16126876173513618,0.05692474665538647,0.09216949869945289,0.1510717684851935,-0.1225454733592809,0.13943292938712498,-0.16767142649488817,-0.047451509730467786,0.23950892074050567
Vermis_10,0.028083915043915334,0.2984534184845708,0.2631402836991715,0.054516953494237665,0.0946370984112083,0.05638045438930553,0.1765401430860208,0.5442361844549714,0.12791166498960624,0.5276853025797082,-0.2386549833506717,0.1872864581771175,0.27657381272850307,0.1265273471490036,0.1620831610080788,0.10395510829574517,-0.23615642126018202,1.0,0.24148968926653436,0.10650722779207408,0.1663642571792608,0.012892840343002756,0.1720284275128827,-0.4450377576991706,0.4945579399524072,0.06375665498429851,0.15626627304037446,-0.06747958865764292,-0.24605515647413506,0.1877881048398328,0.29336664186447736,-0.1561338755629466,0.03295346114748363,0.200892669924552,-0.0910014693068002,-0.20529321067693265,0.31522995156209177,0.45728555006693544,0.19019613993054943,0.2010289517888185,0.09876996133866554,0.044952832085689565,0.3075078195535803,0.568617244191474,-0.3501989155527216,-0.41280609481500113,-0.24781861884025871,0.2634841637690028,0.04166059878525802,-0.1930637680888104,0.06486843152087743,0.08977539786422833,0.5235608582329867,0.38468169511281486,-0.26169489474957697
Thal_PuL_R,-0.10096970223751559,0.45970256870389337,0.34897544071236214,0.41562790033939445,0.3733127463144716,-0.11056362442825016,0.23258689831109164,0.5124640450237568,0.4769766842431165,0.6110483159404484,-0.176737491093374,0.5530890756321861,0.599216011761513,0.2539338466978289,0.39216814716935106,0.06575610817158131,-0.04509494218442607,0.24148968926653436,1.0,0.4801739687092302,0.23638872749686388,0.3673420024356896,0.24445750218023085,-0.25233632232020786,0.6687259489917392,0.297429324461083,0.5675441391847054,0.05533182405089622,0.11670876559276136,0.44009432975561513,0.414217299130649,0.13675682046101684,0.4203040418270701,0.6099797496598564,0.20714997107257435,-0.05650465204249659,0.2107462638781297,0.6367126045973472,0.10011135506329241,0.29423450361118675,0.4785745197295262,-0.11235192043837651,0.37638283562436103,0.3251312088538549,-0.0934903414898847,-0.18031742046584698,-0.10072896988110862,0.4162720257126178,0.32352814282108217,-0.0948723100847593,0.24829128894810443,0.49579518140355366,0.49767550977186426,0.5624574423352582,0.24268819575573392
Frontal_Mid_2_L,0.02126879026932298,0.7015661202086941,0.28563630317202654,-0.00584732975290506,0.43480540799575773,-0.039606264872085996,0.3565536007990558,0.45742687532242804,0.5744215710694978,0.5593424961962496,0.030931960110427793,0.25067426712178287,0.6736788385473265,0.7730850724425252,0.7297193062155732,0.43132367327227955,0.08692749762337422,0.10650722779207408,0.4801739687092302,1.0,0.5769082659313045,0.43040397779426437,0.7722648739662428,-0.08643845049265632,0.48423419614150803,0.6089106820977491,0.4021516139707244,0.012355634124042376,0.06023597609431239,0.7876055096871658,0.5102195401486445,0.12066459677856826,0.5187842413758157,0.4887914721731208,0.20416817439630017,0.041267088815070366,0.167785481504027,0.51684534102932,0.3044327421525941,0.8072433108018708,0.739552793300583,0.41246974818169047,0.49220593130077533,0.5382704184305833,-0.07867135660384338,0.15920607641374526,0.06513235924508844,0.838940355480665,0.5646985552142898,0.2574624739698545,0.17492080258122056,0.7076735087453424,0.3337034214950153,0.7434106564748226,0.37736834077493153
Cingulate_Post_R,0.09936149335020332,0.5192105255602477,0.14291921959330134,-0.11415329821319867,0.2447004821627424,-0.0385431887880483,0.23293960201626882,0.31096466809877943,0.43336525295871015,0.4028998327222188,-0.13140842493793772,0.1373255402379899,0.32129777966774836,0.4656737083681996,0.8644958251989825,0.41777826244608574,0.07866343654548559,0.1663642571792608,0.23638872749686388,0.5769082659313045,1.0,0.4513730643438261,0.7559912047436538,0.21402865558760953,0.2996207042008529,0.8519296769692201,0.3646393048379622,-0.03645005970065315,-0.14907940535839928,0.6942167238262772,0.5321649362604223,0.04374014330699634,0.4930727018543893,0.12696047198671284,0.10689981202296615,0.21581288068988191,0.24348065680156183,0.27870197969407184,0.19625324138802153,0.7338101850364065,0.580291526096316,0.27141266401013703,0.5486318230064661,0.46714936752624214,0.3161314276577234,0.4284101082397913,0.35782960192815316,0.597362845051339,0.9193219063238051,0.2309437843490579,0.057836944629456544,0.282866456166131,0.27316219620863313,0.5237606820412718,0.21444266993687405
Temporal_Sup_L,-0.07480792786383621,0.3952746939333829,0.3724439009702027,-0.08879488979767552,0.5402305494911424,-0.2064352727815879,0.1680226491178031,0.25727303675385205,0.38253806972405535,0.3667598828919473,-0.19143982702326004,0.30110068156091646,0.37496643523897744,0.2492461258142921,0.49335658717611647,0.22106947412713943,0.08890488298351128,0.012892840343002756,0.3673420024356896,0.43040397779426437,0.4513730643438261,1.0,0.2894156573186648,0.13537460272501378,0.24120968309303897,0.4785500210913881,0.3611401908095256,-0.15153403757147352,0.10910551178562562,0.285499020557729,0.6871405549925298,0.16750728939074838,0.32632947135364676,0.5062085752237653,0.22322124209082056,0.14589208076937957,0.10025769233724766,0.36386656665371175,0.1076924011872022,0.3089536060508295,0.48326629782648123,0.09702187530234482,0.5961282433363612,0.1983489225807014,0.3042437795584585,0.2010288396974072,0.1275529853352617,0.2798236661042816,0.46329640790297716,0.26914656650742097,0.10561836852095931,0.36494357497851737,0.2706410802023487,0.28482607126929643,0.35833219639836406
Precentral_R,0.019300741392038145,0.6159605590460686,0.14129102520692652,-0.1787603857041816,0.08023303549022659,0.03569804979781335,0.41081172832453755,0.29431578790927254,0.5595791280421585,0.4152131655368483,0.10529451806276581,0.04688238813541349,0.3202035679045314,0.6787034403029423,0.7974835375866812,0.47320479093051476,0.1112056874166726,0.1720284275128827,0.24445750218023085,0.7722648739662428,0.7559912047436538,0.2894156573186648,1.0,0.18445527854471047,0.245567589314513,0.7515231727974223,0.3401713686313778,-0.06903965819590228,-0.12797058569607495,0.8076198373001215,0.5479654154871353,-0.02924472430274507,0.522644274451476,0.17608949825350123,-0.0007402781416315281,0.27694832454518686,0.2992095475758355,0.3229681939103684,0.26366871059249797,0.9684715254818199,0.7272319631419831,0.4581132812179679,0.5541387752270602,0.4813573811858783,0.16429625318766258,0.4409760148741189,0.3561116542587841,0.8512411781214363,0.7095711360609527,0.252158190773786,0.06551527897611763,0.4002070672928755,0.17056549099824284,0.5859892683486163,0.32499990122891853
Occipital_Sup_L,-0.04710639628635957,-0.11931669999183164,-0.21390814469932307,-0.250740679726331,-0.37449042413411443,0.022569629706496504,0.04353425785230336,-0.5441386843347974,0.16032127988300227,-0.34613194115885326,0.20359560343978034,-0.12426688423403937,-0.372764137786704,0.036757732432488456,0.13273775323816395,0.06440395195492382,0.28433548047133833,-0.4450377576991706,-0.25233632232020786,-0.08643845049265632,0.21402865558760953,0.13537460272501378,0.18445527854471047,1.0,-0.5283482104126516,0.32813227296666775,-0.07594550878609202,-0.09612274883115163,0.029491310050596013,-0.009889353097439907,0.19249545632105247,-0.05731134010177822,0.19178224151932285,-0.3204071808828634,-0.18366200942849406,0.7337367345539647,-0.09709018615329888,-0.3612487994798588,-0.16875769930433474,0.1113280988619418,0.2039796548444076,0.143487506551185,0.12623505225778187,-0.4188738582275264,0.8228981072225863,0.9002504559881614,0.7704409328876516,-0.024587943479223277,0.24150859495408225,0.2722762393562838,-0.19446961339258376,-0.11016013754095368,-0.4816438339570797,-0.3244316075128194,0.43952791921154055
Red_N_L,0.16837286952465597,0.5121223871951264,0.4651343019012402,0.42040093326834427,0.5661476860587628,0.00897319529275861,0.013992394748308478,0.782961740479044,0.2534982021935132,0.7265094350290905,-0.3121363698252573,0.6154223823587427,0.7403862595345233,0.2286880894453921,0.438609032864668,0.16277515450375044,-0.22258056674670612,0.4945579399524072,0.6687259489917392,0.48423419614150803,0.2996207042008529,0.24120968309303897,0.245567589314513,-0.5283482104126516,1.0,0.3010532190988237,0.42679777032634825,0.21633167680581936,0.13677348575037832,0.5010753865395724,0.27076023167610136,0.0834934437589384,0.3117373320927716,0.48769586421025835,0.2896858752840262,-0.39527973010300244,0.2767441477963282,0.7544082625242761,0.23834028644386782,0.3180305966343909,0.4039031667372567,-0.17546755403374545,0.29034369813693095,0.5991474908573314,-0.3089625723841862,-0.42172734285479485,-0.38551834789708567,0.40419225414918963,0.3077350379930998,-0.18189238244460287,0.16552523582391965,0.5693013055836953,0.8106865433948045,0.6974292154772797,-0.04911856648870661
