,Caudate_R,Temporal_Mid_L,N_Acc_R,Thal_PuL_L,Hippocampus_R,Frontal_Sup_2_R,Thal_PuL_R,SupraMarginal_R,OFCpost_L,Vermis_3,Frontal_Inf_Oper_R,Parietal_Sup_L,Cerebellum_8_R,Angular_L,Cerebellum_7b_L,OFCant_L,Red_N_L,Raphe_M,Thal_MDl_L,Cerebellum_6_R,Occipital_Sup_L,Frontal_Inf_Tri_R,Thal_PuM_R,Parietal_Sup_R,OFCmed_R,Amygdala_L,SN_pr_R,Thal_IL_L,Paracentral_Lobule_R,ACC_sup_R,Heschl_L,Occipital_Mid_R,Thal_VL_L,ParaHippocampal_L,Raphe_D,Temporal_Pole_Sup_R,Cerebellum_3_R,Angular_R,Thal_PuA_L,Thal_VA_R,Thal_VL_R,Putamen_R,ACC_pre_L,Thal_VA_L,Thal_MDm_L,SupraMarginal_L,Cerebellum_Crus2_L,Thal_MDl_R,VTA_L,Fusiform_R,Cerebellum_6_L,OFCant_R,Putamen_L,LC_L,Frontal_Inf_Oper_L,Occipital_Sup_R,Rectus_R,Temporal_Sup_R,Vermis_6,ACC_sup_L,Parietal_Inf_R,ParaHippocampal_R,ACC_pre_R,Vermis_10,Frontal_Sup_Medial_L
Frontal_Inf_Oper_R,0.16353661704024527,-0.08915080066448236,-0.1190873282552107,0.06425368362545775,0.10535229325593413,0.3412820320903133,0.2773328662747476,0.546438205758638,0.10774930596415302,0.07947960536153145,1.0,0.0411204587734692,-0.02966813047608406,-0.04563820969958393,4.285129938807363e-05,0.2871863164558747,0.022217627792991485,-0.039010933004165416,0.07671016447565976,0.39448905197755985,0.20557686960873767,0.5112088822404027,0.47624995303825274,0.10869676641950385,-0.21817364571910494,0.10954465796133536,0.028259354868347034,0.33817739926399865,0.235355767184548,0.20886252184784396,-0.1703927845757524,0.18519753146493537,0.23164628969108197,-0.13779602712739017,0.09644577359738915,0.4359861110102961,0.1325511743935307,0.4340597364912092,0.2614590609421208,-0.03945915993856632,-0.011242870415987951,0.15331655778394387,0.21778559176134055,0.07348788731587855,0.047030398180317214,-0.11386070379311347,-0.0254249263242933,-0.247435781575021,-0.06615864612495388,0.2223070931738555,0.071938845069597,0.02698384937561678,0.04490083151486067,-0.049727432030635996,0.0034837431493245,0.4001494804064671,0.10595193345658763,0.30913284856258416,0.1787259942760634,-0.06189750185236411,0.28588004108417125,-0.04108194643018311,0.05062551379316572,-0.005381265647866042,0.21706148739547487
Parietal_Sup_L,-0.19697533854050045,-0.18465792848604762,-0.213694261789092,0.18714045743485896,0.1289444545495168,0.11702675770019311,0.36181473570371225,0.3753037096160255,-0.2289590939097217,-0.5487438535436405,0.0411204587734692,1.0,-0.22188858178244064,0.008905215614383262,-0.36593486333237846,0.15242425072596238,-0.16266772682790245,-0.3682365940513703,0.03729772261260699,-0.2647245832610402,0.5291122019058031,0.2401622496443736,-0.12566261609563123,0.8093281973232906,0.04373106722346526,-0.25274074370611427,0.08385356426793132,-0.19014045955860942,0.488966937102429,-0.09344293409349826,-0.46912924217566293,0.39241892695034325,-0.16475319428238264,-0.530006726484053,-0.18166202111208418,0.10371785543549787,-0.5290758453468636,0.6267523694979211,0.12858924130477922,-0.08432487044622104,-0.22971647133360196,-0.16708633538004594,0.038370628380085446,-0.13799055607761,-0.3998335506058652,-0.037172131505841734,-0.4815173768592796,-0.1953575770357594,-0.04505458807943542,0.3371993994855198,-0.44157614064131245,0.17855249382844995,-0.6168425287330455,-0.3228115120442571,-0.2798518082906968,0.5352702632432297,0.16152556545551833,0.08891463910278999,0.11002254014013164,-0.30622464314248954,0.5577699093105045,0.11222517295408012,-0.3069599767155206,0.2699841722195849,0.035504548843210734
Cerebellum_8_R,-0.49202630981222106,0.5514899061597248,-0.46195924945441147,0.5300250898122725,-0.6333954707975586,-0.18052005561264292,-0.1965465655108527,-0.06698129129230518,-0.3583132732910113,0.7169435519207791,-0.02966813047608406,-0.22188858178244064,1.0,0.6299994623366622,0.6279472006640581,-0.5929617413836499,0.6172299273117674,0.7481424054676099,0.553016481649258,0.2164218266296635,-0.014639910219665939,-0.609688892551985,0.2767340173327989,-0.018448252729250127,-0.06036595561785493,0.3796225810261691,-0.6455337653015072,0.49797442489925936,-0.01994533987119937,-0.32719502863257716,0.522685321736376,-0.6254125978539371,0.5072465478695847,0.6877416508173694,0.604433194975681,-0.30739378038293824,0.6327859032645108,0.010628219661638908,0.07387141070399682,-0.38127157551045293,-0.2955754721587115,-0.4757047743147159,-0.5783972650655065,0.30017628301142996,0.47842077151203555,0.5939426061777676,0.6943481108296409,0.11950003482886322,-0.10097133213593634,-0.5930080892406181,0.534784623787377,-0.4968355449863007,0.40911627944154993,0.36305302054790656,0.4440698277483404,-0.3472677248081106,-0.43739777218656206,-0.5634663298131413,-0.2956512134918834,-0.1779326071941427,0.19527993403586713,-0.5715156333298036,-0.42141303422796556,-0.6131748585710995,-0.244045322818752
Angular_L,-0.5494602927938103,0.6376515325512586,-0.46028165255658243,0.4925428724225189,-0.6202893382786339,-0.3881309064439933,-0.3456771297084532,0.0452582221078346,-0.3134077648901454,0.6747630523497018,-0.04563820969958393,0.008905215614383262,0.6299994623366622,1.0,0.5699546630376736,-0.6339386260954704,0.47749424439754223,0.5330791761390998,0.530858783596498,0.1970072131758876,0.061644733394687685,-0.6633669356028029,0.2703644513075362,0.21120505776822734,-0.18514418030307772,0.41576665166701904,-0.6078968216010896,0.5474723226785635,0.08921097391834851,-0.5293819801752647,0.5605522112818639,-0.617549619022324,0.4893029880565109,0.6388226253181207,0.5865761113908479,-0.45069716284173866,0.47019504121272887,0.20840342320824362,0.4323558708554547,-0.48587688369604326,-0.40941053223756074,-0.48351255563268225,-0.6543756704330678,0.179915902570947,0.3745378482008337,0.8601597052314565,0.669844773936794,-0.08196104425436551,-0.24329837788305347,-0.5592800930214791,0.6930622840589304,-0.5923033508172606,0.46215083395595247,0.2850135373027136,0.6605183999178541,-0.18324714452989163,-0.21584520797356954,-0.49608228919711816,-0.04879236583667426,-0.25030775344415823,0.3495592403415708,-0.6179928106577827,-0.6786300865992483,-0.5076195903112318,-0.33988534716537616
Cerebellum_7b_L,-0.22692541623688844,0.554850296496439,-0.375983282977092,0.34031306186740556,-0.6447875772163879,0.05956956406169921,-0.3623222744587807,-0.0334603626718472,-0.3463323134437877,0.6573669597061566,4.285129938807363e-05,-0.36593486333237846,0.6279472006640581,0.5699546630376736,1.0,-0.6113210411392608,0.5087357277051401,0.725867222806758,0.41554325746469495,0.18014709016325273,-0.14695590555888607,-0.5652798795334018,0.13756572853953566,-0.24862384099736998,-0.26938475353885616,0.3989128256229845,-0.5566852618442815,0.39659017258881374,-0.13586303763173288,-0.17415893491068146,0.2963795688308196,-0.793541537648076,0.38429080449961556,0.6251627659930823,0.7379843971850549,-0.4418851243881719,0.5596897124155302,-0.06453655426305684,-0.006377656826022085,-0.3361293703400019,-0.246189320472139,-0.32240641362108496,-0.4530932698603367,0.14894873813858922,0.4026437474048417,0.41839228925971716,0.8862388100241446,-0.0794972859123919,-0.2731604788838546,-0.6828568777323669,0.870755374260386,-0.4076008356878813,0.5915094722552606,0.25706408124114416,0.4431007238286008,-0.47293709511482007,-0.49978140136828153,-0.5894725303368056,-0.28923333637592663,0.049007782290198754,0.04639585006091783,-0.7323571218736499,-0.24807429601180314,-0.8681090586601248,-0.16567806555350195
OFCant_L,0.4530692791489173,-0.42488337587881286,0.3558739537753136,-0.5217223905767607,0.5589300437072036,0.18015026072551774,0.2911346383121219,-0.09437453299434992,0.5585566634410877,-0.5294380282413512,0.2871863164558747,0.15242425072596238,-0.5929617413836499,-0.6339386260954704,-0.6113210411392608,1.0,-0.5464787488363076,-0.5833543124483437,-0.44455248711758666,-0.06392060129179164,0.16367861885511537,0.6207407805165421,-0.12506738288829644,-0.10176810058658693,0.04603881638407626,-0.2421762753727682,0.5372383901839728,-0.30727389236612357,-0.04117346873930133,0.40089417306831143,-0.3565854284533247,0.7002327498768997,-0.4661414494646346,-0.6254525328676238,-0.4019004852120992,0.6131403064209919,-0.38911934271283377,-0.011861416212024153,-0.0115261930102994,0.2873468209436345,0.26766680912253066,0.4251557313133376,0.7528897949709232,-0.23667710976171838,-0.3230162015553801,-0.41909550006077523,-0.638541374085914,-0.09599772882772666,0.019909337021743037,0.6442826603711298,-0.5201227137894138,0.44378818481543497,-0.2800383226237592,-0.13448031803277255,-0.3034535027203284,0.41420200267373947,0.5430672489463013,0.4156592712099792,0.18897286986816197,0.21150080313547,-0.3263486446428519,0.5124068635949969,0.5022603922276974,0.54450820954387,0.37515935716679283
Red_N_L,-0.20208990935442595,0.3446487286787571,-0.24769041795597468,0.3472169279365112,-0.25499119652024077,0.09899573991183276,-0.17643378712744212,0.10962757505615021,-0.1637201845810385,0.5606864069303525,0.022217627792991485,-0.16266772682790245,0.6172299273117674,0.47749424439754223,0.5087357277051401,-0.5464787488363076,1.0,0.6479914430226408,0.34069799915608046,0.02871794265164124,-0.2604867228720181,-0.24282486054736044,0.40301319411990044,0.06291587342906406,-0.09011612412681837,0.14837430141746144,-0.31300096652554377,0.4362291909222953,0.1638016088266724,0.000482245724649892,0.517187487332213,-0.6542546805402881,0.6078957727126532,0.678083652485938,0.4707854070207593,-0.4400244093569035,0.5555861586277284,-0.08795769187350064,-0.011384949683380961,0.03633501496614086,-0.04935316790770456,-0.19382286051700054,-0.44578969489743975,0.38996666680435105,0.39512336673304943,0.3247930486266302,0.5171935903100316,0.17657854315164173,0.08628185946016641,-0.5153771415048443,0.4085701915977507,-0.37367577599372614,0.34729197053458405,0.1558640256277891,0.3012910123143378,-0.4673907658633756,-0.4006723321208276,-0.3670351999535281,-0.3788899209116702,0.0014120208235520089,0.2695570255051763,-0.25528983174493936,-0.2748123108399036,-0.5107429372543189,-0.03529758907082978
Raphe_M,-0.2036979653565605,0.5017623818776037,-0.2516225798769911,0.445221623533758,-0.4869324840594262,-0.02770307122112918,-0.2903158701909367,-0.08585769228634547,-0.23542035337092862,0.7843602909518947,-0.039010933004165416,-0.3682365940513703,0.7481424054676099,0.5330791761390998,0.725867222806758,-0.5833543124483437,0.6479914430226408,1.0,0.49738907122991977,0.31155941452173713,-0.12767624520321144,-0.5109938332630041,0.27495854216478943,-0.20021314622288544,-0.024115028958780756,0.36128917008028416,-0.46169965166792754,0.5155169077644605,-0.0992668668565842,-0.19410900334089726,0.5275935594020414,-0.7011238633379847,0.5469409943184882,0.7027356997470791,0.49184553798619596,-0.331000419540254,0.7854706400121026,-0.1612370006334735,0.006800440653267292,-0.1248883309381872,-0.10740067404358483,-0.20349127651427243,-0.551650252865657,0.38891759069984894,0.5786268824440868,0.48263599580516664,0.7206902233327253,0.19193992684204064,0.06765525047983541,-0.5511632283150639,0.6673866412366104,-0.3406558881396109,0.5410404041786525,0.2763978164701575,0.47316342286491947,-0.49114313470251797,-0.5294506831501269,-0.4673936820685594,-0.2546274792762589,0.13513326552023874,0.06929667621783425,-0.5029289818761811,-0.16736957256888957,-0.6232751104724756,-0.11045467815951958
Thal_MDl_L,-0.40791073864027333,0.3070404923721777,-0.5304312553632683,0.7362188514190129,-0.4345298264317501,-0.18560340778519802,0.14506332444603623,0.12790353547426767,-0.3028385965195665,0.4810579604380382,0.07671016447565976,0.03729772261260699,0.553016481649258,0.530858783596498,0.41554325746469495,-0.44455248711758666,0.34069799915608046,0.49738907122991977,1.0,0.3590313268119136,0.3575722091668659,-0.3479378210299408,0.24633088486311724,0.19410906478396192,-0.029383989420161592,0.32083157994877487,-0.6012128360913834,0.5199489898554416,0.0983862017866326,-0.40351808342209466,0.29347049726103397,-0.3859464043393501,0.5697275120940897,0.43621179148305594,0.2078349909914695,-0.00889195005421075,0.4983003674030698,0.18339069045331222,0.22083778406574506,-0.30778236358012623,-0.11508755432937447,-0.35000377722690407,-0.5785133330019111,0.28364146125999523,0.4680639032387762,0.4529195159762039,0.3695764335313149,0.27775245957069117,-0.08378516796815191,-0.2281700007789646,0.4056072440749721,-0.30248141835077086,0.1694698922504758,0.07294410784808435,0.2356727231967211,-0.09135729991475584,-0.4428965010159964,-0.33155341336658445,-0.08030182045918105,-0.18836673445311425,0.37652933945351,-0.4162695130958291,-0.31154910131487334,-0.3795101811919797,-0.32850212746960594
Cerebellum_6_R,-0.1371461963631491,0.0925136187079093,-0.06322739078993946,0.24321832884075967,-0.12357709285942947,-0.26785276491605864,0.007660688213186525,0.20619978499667022,-0.1367797225249093,0.5185934976043765,0.39448905197755985,-0.2647245832610402,0.2164218266296635,0.1970072131758876,0.18014709016325273,-0.06392060129179164,0.02871794265164124,0.31155941452173713,0.3590313268119136,1.0,0.20627686670789414,-0.10714587778585274,0.3022254647487599,-0.16852383752700748,-0.010137518865334903,0.2766231757494076,-0.18451050648930603,0.45887365541988834,-0.07648422872229532,-0.20907634683454293,0.046957996859396195,0.050329319240924125,0.21315226306362944,0.19935722389333463,0.012314611374190298,0.3734766840705779,0.5351944368677868,0.10100065327597571,0.3181081649529566,-0.09864013735765179,-0.03113081387781911,0.04488297402229854,-0.23207532337339656,0.13530728924664273,0.17972279827418283,0.1210160143502407,0.130057962513177,0.1397579982363334,-0.12353811754630438,0.21952932181732318,0.34216612880467845,-0.0986292141306977,0.17977144092955916,0.1385240038149206,0.10756903644671201,0.23364683883343085,-0.0919763482107981,0.39358086934171144,0.42339479131580904,-0.18275584789963514,0.047639894612153386,-0.07210952361275286,-0.08799345303439356,0.06010282969099129,-0.297295602379863
