,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Amygdala_R,0.3243494380936646,0.47045071653878134,0.5537981389284742,-0.03383056837539648,-0.441586688787346,0.2710978166989467,-0.22247589857696998,-0.05496753886066452,-0.23503519596359504,-0.03253233383548856,-0.5201223045261892,0.5462628872515387,-0.0013350925711334096,0.3436930493556372,0.4802897984261113,1.0,0.21649937381807335,-0.05947851272397224,0.29450598333827427,0.23881084617125867,-0.19210585896419113,0.21620403113002107,0.27132686426782054,0.3370930699080158,-0.46947217482770276
Temporal_Sup_L,0.227559396835369,0.3869360573154887,0.15677651117886773,0.40831238744195597,-0.07223004448826417,0.35972846207927317,0.02243394306022657,-0.21235530732584046,0.062354947813899206,0.16824094000245246,-0.2241950017997239,0.6265663606370896,0.6365256678900939,0.5551768585103274,0.37659220628069756,0.21649937381807335,1.0,0.20088430839351493,-0.060930983439936894,0.5529048082172923,-0.16194479363338818,0.21248088825056202,0.7199469258901883,0.7558266874762288,0.1589147552104195
N_Acc_L,-0.08565128684507908,0.24475973619254132,0.19969000278771998,0.4076996061559885,0.02844734691504197,-0.0005195905937403038,-0.09123937050338744,0.019505704978083405,0.09995247208235579,0.17579521222466038,0.04551654679396744,0.16089762389407197,0.33863833063325754,0.13449088969920378,-0.19279053511825328,-0.05947851272397224,0.20088430839351493,1.0,0.07678844059465377,0.25086637491537156,-0.30931189594536324,0.5194916859376821,0.27077179485803554,0.17427745677917014,-0.21565830645070022
Thal_Re_L,0.03246565628567329,0.19150847184327116,0.34831680659710645,0.08206028313357548,-0.24839383970744952,0.21997784554925243,-0.00421961679114279,-0.014416870984678958,-0.26824396546883056,-0.02946661305520543,-0.21208322228905152,0.235694832931545,-0.1465353184012504,0.15448716019612035,0.15852457248706167,0.29450598333827427,-0.060930983439936894,0.07678844059465377,1.0,0.22509037929396827,-0.13029797044909314,0.2544297875791619,-0.03211766480062984,0.14050580347606037,-0.3376279991272809
Precentral_L,0.06837511003518577,0.4755431341587833,0.28236338713268344,0.5224411153076702,-0.16020050579370743,0.27709567646210537,-0.004147425265731219,-0.10341353672390667,-0.10093851400727549,0.15182563752439426,0.01914217306178197,0.5278921785717544,0.3786011291366611,0.7167889206834557,0.16530605839124374,0.23881084617125867,0.5529048082172923,0.25086637491537156,0.22509037929396827,1.0,-0.07712249094038867,0.3400296981467553,0.3103783828867149,0.8822443978738328,-0.17833395261092683
Raphe_D,0.41467987967074643,-0.24366975927737516,-0.3571460882087176,-0.27120564837363714,0.47217650542152206,0.11320308279484813,0.5118425713105172,-0.06458411887295358,-0.04487752435096924,0.23564200392670243,0.34605291026182733,-0.2600848379884216,0.04378187513757246,-0.08734501429254549,-0.16381026008789687,-0.19210585896419113,-0.16194479363338818,-0.30931189594536324,-0.13029797044909314,-0.07712249094038867,1.0,-0.4226063252760392,-0.06749589208377078,0.06469251444798586,0.38067577250729834
Frontal_Inf_Orb_2_R,-0.10573428625221612,0.5396316076702515,0.573030833339123,0.6495677264918384,-0.04791564555048452,0.3366505027139107,-0.2534531345129625,0.1376250706071911,0.08462709417462222,0.29309146115864304,-0.2476774020568012,0.44949294511338317,0.2598669313000298,0.3737612743506031,0.2001620794082606,0.21620403113002107,0.21248088825056202,0.5194916859376821,0.2544297875791619,0.3400296981467553,-0.4226063252760392,1.0,0.37729990766908367,0.2478409886630056,-0.38801752163754655
Insula_L,0.41267633014272087,0.4984201490064521,0.3381123958031432,0.23117759656047446,0.2305730701760066,0.5158484210754598,-0.022706942102711705,-0.23436831227285207,0.019060377498369894,0.5333900359156148,-0.28869727268492607,0.5847886168557055,0.7272199492858,0.37088977134006695,0.4044334393824717,0.27132686426782054,0.7199469258901883,0.27077179485803554,-0.03211766480062984,0.3103783828867149,-0.06749589208377078,0.37729990766908367,1.0,0.5084896947599377,0.08451016382672923
Postcentral_L,0.2868308159192579,0.48803563924319837,0.19650454929683117,0.4685870442897681,-0.061606217821234883,0.4329876639828048,0.1718750573873966,-0.19700867455162507,-0.006886840298574964,0.1820902111813209,-0.040959380441686746,0.6142408721539756,0.5208019013931471,0.7566293796957769,0.28853647098467106,0.3370930699080158,0.7558266874762288,0.17427745677917014,0.14050580347606037,0.8822443978738328,0.06469251444798586,0.2478409886630056,0.5084896947599377,1.0,-0.025641080302620287
Vermis_7,0.2408917291652182,-0.2813415382101991,-0.38435235066226575,-0.05032225830363649,0.3066147317208318,0.12423471275089411,0.4036309366956108,-0.009656128747126739,0.3288744999246328,0.07969481875861613,0.2884879204466628,-0.27806809193911386,0.12012178578902391,-0.11243686350091898,-0.18212248969979336,-0.46947217482770276,0.1589147552104195,-0.21565830645070022,-0.3376279991272809,-0.17833395261092683,0.38067577250729834,-0.38801752163754655,0.08451016382672923,-0.025641080302620287,1.0
